2001
1013847.0 5432255.0 46 0 0 Holstenstr. 12, 24103 Kiel
1016593.0 5427779.0 46 10 10 Marconistr. 3, 24145 Kiel
1012705.0 5432331.0 46 2 2 Knooper Weg 12, 24103 Kiel
1006104.0 5430285.0 46 11 11 Johann-Heuck-Str. 21, 24111 Kiel
1007744.0 5432904.0 46 8 8 Hofbrook 28, 24119 Kronshagen
1013276.0 5428761.0 46 6 6 Kieler Weg 176, 24145 Kiel
1017138.0 5429419.0 46 8 8 Schlehenkamp 14, 24146 Kiel
1015179.0 5429515.0 46 7 7 Segeberger Landstr. 13, 24145 Kiel
1018040.0 5431022.0 46 10 10 Ellerbeker Weg 149, 24148 Kiel
1010878.0 5432658.0 46 4 4 Kronshagener Weg 86, 24116 Kiel
1012319.0 5430530.0 46 3 3 Stormarnstr. 4, 24113 Kiel
1012016.0 5431509.0 46 4 4 Hasselmannstr. 12, 24114 Kiel
1007928.0 5428051.0 46 12 12 Hamburger Landstr. 58, 24113 Molfsee
1019003.0 5428702.0 46 11 11 Lechweg 59, 24146 Kiel
1010481.0 5435787.0 46 9 9 Rehbenitzwinkel 29, 24106 Kiel
1013458.0 5431797.0 46 1 1 Stresemannplatz 5, 24103 Kiel
1013201.0 5438389.0 46 12 12 Pommernring 22, 24161 Altenholz
1013103.0 5433628.0 46 3 3 Knooper Weg 157, 24118 Kiel
1019529.0 5432968.0 46 10 10 Strohredder 50, 24149 Kiel
1014711.0 5428298.0 46 8 8 Braunstr. 36, 24145 Kiel
1021098.0 5432614.0 46 12 12 Trenntrader Weg 3, 24149 Kiel
1013166.0 5430388.0 46 5 5 Tonberg 6, 24113 Kiel
1012461.0 5433731.0 46 4 4 Westring 390, 24118 Kiel
1015219.0 5433565.0 46 4 4 Düsternbrooker Weg 82, 24105 Kiel
1012291.0 5432326.0 46 2 2 Eckernförder Str. 28, 24103 Kiel
1013478.0 5438823.0 46 12 12 Elbinger Weg 34, 24161 Altenholz
1003192.0 5431622.0 46 10 10 Rothenberg 13, 24109 Melsdorf
1007893.0 5436474.0 46 12 12 Hiddenseer Weg 13, 24107 Kiel
1006766.0 5433813.0 46 9 9 Schoobrook 2, 24107 Ottendorf
1010330.0 5431185.0 46 6 6 Mettlachstr. 23, 24114 Kiel
1013000.0 5439932.0 46 15 15 Ohlandbogen 41, 24161 Altenholz
1012148.0 5439609.0 46 14 14 Buschberg 2, 24161 Altenholz
1016838.0 5431517.0 46 7 7 Franziusallee 99, 24148 Kiel
1019298.0 5432868.0 46 10 10 Schönkirchener Str. 46, 24149 Kiel
1002692.0 5435462.0 46 17 17 Reimershofer Weg 15, 24107 Quarnbek
1006109.0 5432155.0 46 10 10 Göteborgring 29, 24109 Kiel
1007591.0 5430482.0 46 13 13 Käthe-Kollwitz-Pfad 1, 24111 Kiel
1020032.0 5431923.0 46 12 12 Benzstr. 1, 24148 Kiel
1013162.0 5436376.0 46 8 8 Schleusenstr. 24, 24106 Kiel
1009115.0 5428991.0 46 8 8 Hamburger Chaussee 348, 24113 Kiel
1014575.0 5431431.0 46 5 5 Schulstr. 7, 24143 Kiel
1007009.0 5433664.0 46 9 9 Ottendorfer Weg 31, 24107 Ottendorf
1012804.0 5438410.0 46 13 13 Posener Str. 39, 24161 Altenholz
1007571.0 5433727.0 46 9 9 Helene-Lange-Weg 11, 24119 Kronshagen
1017566.0 5441435.0 46 19 19 Graf-Luckner-Str. 44, 24159 Kiel
1013808.0 5430729.0 46 4 4 Schwedendamm 22, 24143 Kiel
1013912.0 5433806.0 46 4 4 Düppelstr. 65, 24105 Kiel
1003326.0 5431685.0 46 10 10 Am Dom 13, 24109 Melsdorf
1017143.0 5441570.0 46 17 17 Langenfelde 125, 24159 Kiel
1014239.0 5429537.0 46 7 7 Sieversdiek 92, 24145 Kiel
1014070.0 5430266.0 46 5 5 Bielenbergstr. 2, 24143 Kiel
1014696.0 5429999.0 46 7 7 Konrad-Adenauer-Damm 8, 24143 Kiel
1014416.0 5431123.0 46 4 4 Schulstr. 33, 24143 Kiel
998990.0 5433786.0 46 16 16 Sturenberg 47, 24107 Quarnbek
1018063.0 5433234.0 46 12 12 Eichenbergskamp 10, 24149 Kiel
1016911.0 5428142.0 46 11 11 Segeberger Landstr. 198, 24145 Kiel
1012838.0 5435946.0 46 7 7 Mühlenbrook 4, 24106 Kiel
1009304.0 5431793.0 46 6 6 Hasseldiek 217, 24109 Kiel
1013322.0 5433894.0 46 4 4 Im Brauereiviertel 2, 24118 Kiel
1011223.0 5427923.0 46 10 10 Hortensienstrauch 17, 24145 Kiel
1011734.0 5441574.0 46 16 16 Postkamp 1, 24161 Altenholz
1007204.0 5428163.0 46 11 11 Rammseer Weg 57, 24113 Molfsee
1012713.0 5440228.0 46 16 16 Ebereschenweg 74, 24161 Altenholz
1009799.0 5431938.0 46 5 5 Hasseldieksdammer Weg 181, 24114 Kiel
1006330.0 5431454.0 46 10 10 Heitholmer Weg 35, 24109 Kiel
1001473.0 5434137.0 46 15 15 Alte Landstr. 17, 24107 Quarnbek
1008160.0 5435324.0 46 10 10 Alter Viedamm 2, 24107 Kiel
1014700.0 5431144.0 46 5 5 Vinetaplatz 1, 24143 Kiel
1015990.0 5438574.0 46 13 13 Prieser Strand 19, 24159 Kiel
1012312.0 5439742.0 46 14 14 Schoolredder 20, 24161 Altenholz
1015409.0 5428619.0 46 10 10 Tresckowweg 17, 24145 Kiel
1009332.0 5431966.0 46 5 5 Hasselrade 6, 24114 Kiel
1006192.0 5430262.0 46 11 11 Johann-Heuck-Str. 29, 24111 Kiel
1019241.0 5432566.0 46 10 10 Passader Str. 3, 24148 Kiel
1007326.0 5436215.0 46 11 11 Pellwormer Weg 4, 24107 Kiel
1013329.0 5433588.0 46 3 3 Holtenauer Str. 91, 24105 Kiel
1016876.0 5442981.0 46 20 20 Soling 26, 24159 Kiel
1009851.0 5434655.0 46 7 7 Siedlung Lebensfreude 24, 24119 Kronshagen
1010294.0 5434823.0 46 7 7 Baumgartenstr. 1, 24106 Kiel
1017813.0 5431253.0 46 10 10 Selenter Str. 25, 24148 Kiel
1020173.0 5433500.0 46 13 13 Ristblick 1, 24149 Kiel
1019676.0 5428010.0 46 16 16 Rohrsängerweg 62, 24146 Kiel
1018469.0 5430143.0 46 9 9 Tiroler Ring 306, 24147 Kiel
1015209.0 5431438.0 46 6 6 Kaiserstr. 3, 24143 Kiel
1012842.0 5431248.0 46 2 2 Sophienblatt 50, 24114 Kiel
1010083.0 5437709.0 46 15 15 Knooper Dorfstr. 1, 24161 Altenholz
1007402.0 5436481.0 46 11 11 Fehmarnwinkel 29, 24107 Kiel
1013230.0 5428158.0 46 7 7 Radewisch 161, 24145 Kiel
1012310.0 5433375.0 46 4 4 Westring 346, 24118 Kiel
1011705.0 5428279.0 46 10 10 Zum Eichhornbaum 14, 24145 Kiel
1016489.0 5438746.0 46 14 14 Fritz-Reuter-Str. 4, 24159 Kiel
1013116.0 5436957.0 46 12 12 Mählsweg 38, 24159 Kiel
1008402.0 5431790.0 46 8 8 Julienluster Weg 27, 24109 Kiel
1012274.0 5433280.0 46 3 3 Westring 330, 24118 Kiel
1013339.0 5431504.0 46 1 1 Kai-Str. 47, 24114 Kiel
1013371.0 5433832.0 46 3 3 Holtenauer Str. 138, 24105 Kiel
1014871.0 5430945.0 46 5 5 Helmholtzstr. 11, 24143 Kiel
1020289.0 5433126.0 46 11 11 Schönkirchener Str. 103, 24149 Kiel
1019608.0 5427922.0 46 14 14 Rohrsängerweg 73, 24146 Kiel
1005331.0 5426798.0 46 14 14 Poggenkrugsweg 28, 24113 Molfsee
1017343.0 5429463.0 46 8 8 Schlehenkamp 1, 24146 Kiel
1013997.0 5431318.0 46 5 5 Werftstr. 191, 24143 Kiel
1005703.0 5426921.0 46 14 14 Poggenkrugsweg 2, 24113 Molfsee
1005319.0 5433273.0 46 12 12 Lofotenweg 99, 24109 Kiel
1014693.0 5428392.0 46 8 8 Braunstr. 51, 24145 Kiel
1011611.0 5428291.0 46 9 9 Beim Marderlauf 9, 24145 Kiel
1009491.0 5434993.0 46 8 8 Klausbrooker Weg 7, 24107 Kiel
1010960.0 5430132.0 46 5 5 Pestalozzistr. 5, 24113 Kiel
1010896.0 5435040.0 46 8 8 Bremerskamp 55, 24106 Kiel
1014341.0 5437491.0 46 13 13 Herwarthstr. 5, 24159 Kiel
1013658.0 5438674.0 46 12 12 Allensteiner Weg 6, 24161 Altenholz
1011675.0 5435419.0 46 8 8 Steenbeker Weg 24, 24106 Kiel
1008814.0 5429026.0 46 8 8 Speckenbeker Weg 30, 24113 Kiel
1004832.0 5431965.0 46 10 10 Aalborgring 14, 24109 Kiel
1015387.0 5440229.0 46 16 16 Friedrichsruher Weg 233, 24159 Kiel
1007666.0 5436260.0 46 11 11 Ostseestr. 3, 24107 Kiel
1012521.0 5441144.0 46 16 16 Freesenberg 4, 24161 Altenholz
1002868.0 5431469.0 46 10 10 Am Dörpsdiek 63, 24109 Melsdorf
1008423.0 5434752.0 46 10 10 Holmredder 166, 24107 Kiel
1019456.0 5428113.0 46 12 12 Goldregenweg 1, 24146 Kiel
1015589.0 5439339.0 46 16 16 Buschblick 39, 24159 Kiel
1018726.0 5428301.0 46 11 11 Am Wellsee 42, 24146 Kiel
1005137.0 5431608.0 46 10 10 Odensestr. 5, 24109 Kiel
1005785.0 5430122.0 46 10 10 Rendsburger Landstr. 429, 24111 Kiel
1004849.0 5434113.0 46 12 12 Wiesenhof 1, 24107 Ottendorf
1005137.0 5431608.0 46 10 10 Odensestr. 5, 24109 Kiel
1007325.0 5436102.0 46 11 11 Nordseestr. 44, 24107 Kiel
1006782.0 5435595.0 46 12 12 Pferdehof 10, 24107 Kiel
1010969.0 5435729.0 46 9 9 Wolperdingstr. 1, 24106 Kiel
1012501.0 5434268.0 46 5 5 Siemensstr. 6, 24118 Kiel
1009304.0 5431793.0 46 6 6 Hasseldiek 217, 24109 Kiel
1008251.0 5435290.0 46 11 11 Alter Viedamm 21, 24107 Kiel
1007253.0 5432748.0 46 10 10 Hofbrook 60, 24119 Kronshagen
1003441.0 5431857.0 46 10 10 Schneiderkoppel 21, 24109 Melsdorf
1017182.0 5441499.0 46 18 18 Langenfelde 140, 24159 Kiel
1017306.0 5439766.0 46 17 17 Brammerkamp 10, 24159 Kiel
1016865.0 5428830.0 46 9 9 Segeberger Landstr. 125, 24145 Kiel
1019733.0 5428888.0 46 11 11 Starnberger Str. 94, 24146 Kiel
1013122.0 5433781.0 46 3 3 Von-der-Horst-Str. 3, 24118 Kiel
1013961.0 5432835.0 46 2 2 Brunswiker Str. 24, 24105 Kiel
1006710.0 5427952.0 46 12 12 Wollbergsredder 27, 24113 Molfsee
1014542.0 5431441.0 46 5 5 Kieler Str. 19, 24143 Kiel
1007233.0 5436181.0 46 11 11 Pellwormer Weg 31, 24107 Kiel
1018699.0 5429666.0 46 10 10 Tiroler Ring 579, 24147 Kiel
1009681.0 5435116.0 46 8 8 Gänsewiese 5, 24107 Kiel
1017420.0 5429602.0 46 9 9 Dorfstr. 1, 24146 Kiel
1017728.0 5431338.0 46 10 10 Selenter Str. 9, 24148 Kiel
1011571.0 5431401.0 46 4 4 Dubenhorst 2, 24114 Kiel
1006946.0 5427451.0 46 12 12 Captain-Thiessen-Weg 38, 24113 Molfsee
1019198.0 5432471.0 46 11 11 Passader Str. 16, 24148 Kiel
1013980.0 5434212.0 46 4 4 Feldstr. 114, 24105 Kiel
1014277.0 5433534.0 46 4 4 Waitzstr. 2, 24105 Kiel
1006430.0 5427868.0 46 12 12 Wolfskamp 10, 24113 Molfsee
1013082.0 5431980.0 46 1 1 Ziegelteich 17, 24103 Kiel
1005114.0 5430336.0 46 9 9 Hörst 1, 24111 Kiel
1012601.0 5428418.0 46 7 7 Koppelsoll 8, 24145 Kiel
1013944.0 5436199.0 46 9 9 Zeyestr. 25, 24106 Kiel
1000943.0 5434181.0 46 15 15 Alte Landstr. 38, 24107 Quarnbek
1003057.0 5431430.0 46 9 9 Am Dörpsdiek 6, 24109 Melsdorf
1012679.0 5428292.0 46 9 9 Bustorfer Weg 72, 24145 Kiel
1013882.0 5436186.0 46 11 11 Herthastr. 20, 24106 Kiel
1007173.0 5426240.0 46 13 13 Butterberg 28, 24113 Molfsee
1016156.0 5439953.0 46 17 17 Wilhelm-Lobsien-Weg 2, 24159 Kiel
1012549.0 5428474.0 46 7 7 Kieler Weg 113, 24145 Kiel
1012180.0 5440208.0 46 15 15 Linden-Allee 5, 24161 Altenholz
1017879.0 5431102.0 46 10 10 Willy-Jacob-Weg 14, 24148 Kiel
1011960.0 5432218.0 46 3 3 Hasseldieksdammer Weg 1, 24116 Kiel
1016677.0 5431221.0 46 8 8 Posadowskystr. 48, 24148 Kiel
1012496.0 5433195.0 46 2 2 Hansastr. 2, 24118 Kiel
1012525.0 5433262.0 46 3 3 Hansastr. 5, 24118 Kiel
1012279.0 5433385.0 46 3 3 Westring 341, 24118 Kiel
1017620.0 5431488.0 46 9 9 Nissenstr. 36, 24148 Kiel
1013152.0 5438566.0 46 12 12 Danziger Str. 1, 24161 Altenholz
1006282.0 5426449.0 46 12 12 Schulberg 2, 24113 Molfsee
1007884.0 5431942.0 46 7 7 Hofholzallee 102, 24109 Kiel
1004964.0 5432779.0 46 12 12 Turkuring 37, 24109 Kiel
1015098.0 5426345.0 46 9 9 Zum Schlüsbeker Moor 12, 24145 Kiel
1007633.0 5436595.0 46 12 12 Ostseestr. 122, 24107 Kiel
1012443.0 5436933.0 46 12 12 Friedrich-Voß-Ufer 38, 24159 Kiel
1008793.0 5429574.0 46 9 9 Speckenbeker Weg 116, 24113 Kiel
1016667.0 5439583.0 46 15 15 Ringelnatzstr. 25, 24159 Kiel
1007758.0 5428177.0 46 10 10 Mielkendorfer Weg 1, 24113 Molfsee
1009216.0 5434141.0 46 7 7 Kopperpahler Allee 120, 24119 Kronshagen
1016650.0 5439819.0 46 16 16 Liliencronstr. 5, 24159 Kiel
1009848.0 5431934.0 46 6 6 Hasseldieksdammer Weg 179, 24114 Kiel
1007280.0 5436198.0 46 11 11 Pellwormer Weg 23, 24107 Kiel
1005918.0 5432120.0 46 10 10 Malmöweg 4, 24109 Kiel
1013849.0 5430591.0 46 4 4 Sörensenstr. 34, 24143 Kiel
1007269.0 5427701.0 46 12 12 Barstenkamp 17, 24113 Molfsee
1012950.0 5432590.0 46 2 2 Gartenstr. 1, 24103 Kiel
1020263.0 5433125.0 46 11 11 Schönkirchener Str. 100, 24149 Kiel
1012643.0 5437383.0 46 11 11 Am Jägersberg 1, 24161 Altenholz
1017103.0 5441655.0 46 17 17 Langenfelde 123, 24159 Kiel
1012280.0 5432340.0 46 2 2 Eckernförder Str. 30, 24103 Kiel
1011633.0 5432042.0 46 4 4 Zastrowstr. 34, 24114 Kiel
1017442.0 5441299.0 46 19 19 Passatstr. 17, 24159 Kiel
1017748.0 5432720.0 46 10 10 Wischhofstr. 20, 24148 Kiel
1013778.0 5438494.0 46 11 11 Friedrichsruher Weg 2, 24161 Altenholz
1013011.0 5433835.0 46 4 4 Samwerstr. 33, 24118 Kiel
1013604.0 5435334.0 46 6 6 Feldstr. 234, 24106 Kiel
1008160.0 5435324.0 46 10 10 Alter Viedamm 2, 24107 Kiel
1012480.0 5428227.0 46 8 8 Lütt Steenbusch 3, 24145 Kiel
1013380.0 5432834.0 46 1 1 Wilhelminenstr. 10, 24103 Kiel
1018364.0 5429785.0 46 9 9 Wiener Allee 3, 24147 Kiel
1016726.0 5431506.0 46 7 7 Ostring 318, 24148 Kiel
1013908.0 5432726.0 46 2 2 Philosophengang 6, 24103 Kiel
1008808.0 5435575.0 46 9 9 Lärchenweg 4, 24107 Kiel
1019479.0 5427685.0 46 13 13 Bachstelzenweg 2, 24146 Kiel
1011314.0 5427975.0 46 10 10 Goldregenholz 2, 24145 Kiel
1007196.0 5427772.0 46 13 13 Barstenkamp 41, 24113 Molfsee
1012020.0 5432982.0 46 3 3 Westring 317, 24116 Kiel
1007803.0 5431818.0 46 7 7 Julienluster Weg 73, 24109 Kiel
1013350.0 5434045.0 46 4 4 Stein-Str. 4, 24118 Kiel
1011879.0 5440301.0 46 17 17 Rehwinkel 20, 24161 Altenholz
1012886.0 5435541.0 46 7 7 Achterkamp 86, 24106 Kiel
1018639.0 5428431.0 46 11 11 Pottberghang 4, 24146 Kiel
1004659.0 5431798.0 46 10 10 Aalborgring 36, 24109 Kiel
1014003.0 5436310.0 46 11 11 Herthastr. 24, 24106 Kiel
1012542.0 5431241.0 46 2 2 Michelsenstr. 2, 24114 Kiel
1014429.0 5430780.0 46 5 5 Kaiserstr. 91, 24143 Kiel
1017312.0 5441497.0 46 18 18 Seeteufelweg 1, 24159 Kiel
1012408.0 5440971.0 46 16 16 Freesenberg 46, 24161 Altenholz
1015407.0 5438527.0 46 13 13 Diekmissen 2, 24159 Kiel
1009420.0 5431969.0 46 6 6 Hasseldieksdammer Weg 205, 24114 Kiel
1007218.0 5435764.0 46 12 12 Steinberg 154, 24107 Kiel
1013012.0 5428267.0 46 7 7 Katerhörn 2, 24145 Kiel
1016169.0 5428404.0 46 11 11 Edisonstr. 70, 24145 Kiel
1013744.0 5430082.0 46 5 5 Diedrichstr. 5, 24143 Kiel
1007982.0 5436319.0 46 12 12 Hiddenseer Weg 47, 24107 Kiel
1006082.0 5426102.0 46 13 13 Bornkrugsweg 1, 24113 Molfsee
1014070.0 5428791.0 46 7 7 Poppenbrügger Weg 34, 24145 Kiel
1012786.0 5431919.0 46 1 1 Prüne 6, 24103 Kiel
1012629.0 5437459.0 46 11 11 Am Jägersberg 3, 24161 Altenholz
1013362.0 5438617.0 46 12 12 Ostpreußenplatz 17, 24161 Altenholz
1018213.0 5429830.0 46 9 9 Landecker Weg 51, 24147 Kiel
1017096.0 5439391.0 46 17 17 Stettiner Platz 4, 24159 Kiel
1016789.0 5443065.0 46 20 20 Soling 10, 24159 Kiel
1005089.0 5430351.0 46 9 9 Am Taubenkrug 1, 24111 Kiel
1015086.0 5425655.0 46 10 10 Hexentellerweg 34, 24145 Kiel
1015028.0 5434104.0 46 5 5 Niemannsweg 115, 24105 Kiel
1006625.0 5431703.0 46 9 9 Russeer Weg 143, 24109 Kiel
1008065.0 5430352.0 46 10 10 Zehlendorfer Str. 11, 24111 Kiel
1016672.0 5441863.0 46 18 18 Auf der Wurth 11, 24159 Kiel
1015086.0 5425655.0 46 10 10 Hexentellerweg 34, 24145 Kiel
1013005.0 5438456.0 46 12 12 Posener Str. 16, 24161 Altenholz
1012433.0 5428124.0 46 8 8 Bustorfer Weg 64, 24145 Kiel
1011202.0 5430233.0 46 5 5 Fröbelstr. 15, 24113 Kiel
1018949.0 5426804.0 46 13 13 Zur Wilsau 1, 24145 Kiel
1019466.0 5429380.0 46 12 12 Hahnbusch 29, 24146 Kiel
1004480.0 5431581.0 46 11 11 Skandinaviendamm 401, 24109 Kiel
1013368.0 5431808.0 46 1 1 Stresemannplatz 4, 24103 Kiel
1007053.0 5433616.0 46 9 9 Herrenwiese 1, 24119 Kronshagen
1015086.0 5425655.0 46 10 10 Hexentellerweg 34, 24145 Kiel
1012611.0 5440229.0 46 16 16 Ebereschenweg 1, 24161 Altenholz
1018042.0 5431731.0 46 9 9 Klausdorfer Weg 160, 24148 Kiel
1016403.0 5439416.0 46 15 15 Ottomar-Enking-Str. 53, 24159 Kiel
1013487.0 5432286.0 46 0 0 Rathausplatz 2, 24103 Kiel
1013656.0 5434028.0 46 5 5 Gefionstr. 2, 24105 Kiel
1012291.0 5432326.0 46 2 2 Eckernförder Str. 28, 24103 Kiel
1013633.0 5438956.0 46 13 13 Rote Kate 46, 24161 Altenholz
1013827.0 5434273.0 46 5 5 Blücherplatz 14, 24105 Kiel
1011307.0 5432292.0 46 3 3 Stromeyerstr. 4, 24116 Kiel
1012959.0 5435394.0 46 6 6 Achterkamp 61, 24106 Kiel
1015355.0 5425614.0 46 11 11 Zum Schlüsbeker Moor 62, 24145 Kiel
1013271.0 5431624.0 46 1 1 Auguste-Viktoria-Str. 16, 24103 Kiel
1009035.0 5437305.0 46 16 16 Achtstückenberg 1, 24161 Altenholz
1013000.0 5439932.0 46 15 15 Ohlandbogen 41, 24161 Altenholz
1015274.0 5425734.0 46 10 10 Hexentellerweg 33, 24145 Kiel
1014367.0 5433087.0 46 3 3 Michaelisstr. 5, 24105 Kiel
1013711.0 5434151.0 46 4 4 Blücherplatz 1, 24105 Kiel
1012308.0 5440251.0 46 15 15 Ahornallee 5, 24161 Altenholz
1012990.0 5429683.0 46 8 8 Karlsburger Feldweg 9, 24113 Kiel
1008375.0 5434495.0 46 11 11 Suchsdorfer Weg 118, 24119 Kronshagen
1012573.0 5434888.0 46 6 6 Westring 498, 24106 Kiel
1015929.0 5431089.0 46 7 7 Erich-Kästner-Weg 1, 24143 Kiel
1011487.0 5428159.0 46 9 9 Am Biberbach 29, 24145 Kiel
1005661.0 5433630.0 46 11 11 Heidenberger Weg 20, 24119 Kronshagen
1008068.0 5435340.0 46 10 10 Niendieken 3, 24107 Kiel
1011891.0 5431397.0 46 3 3 Melanchthonstr. 11, 24114 Kiel
1013116.0 5435445.0 46 6 6 Holtenauer Str. 285, 24106 Kiel
1013553.0 5427816.0 46 9 9 Radewisch 40, 24145 Kiel
1016308.0 5430262.0 46 7 7 Preetzer Str. 207, 24147 Kiel
1007507.0 5428224.0 46 11 11 Mielkendorfer Weg 5, 24113 Molfsee
1005058.0 5431260.0 46 11 11 Jütlandring 38, 24109 Kiel
1007947.0 5436224.0 46 11 11 Usedomer Weg 25, 24107 Kiel
1007472.0 5432010.0 46 8 8 Melsdorfer Str. 11, 24109 Kiel
1009159.0 5434244.0 46 7 7 Albert-Schweitzer-Str. 1, 24119 Kronshagen
1019069.0 5429243.0 46 10 10 Troppauer Str. 35, 24146 Kiel
1013002.0 5432195.0 46 1 1 Rathausstr. 11, 24103 Kiel
1010322.0 5437741.0 46 14 14 Knooper Dorfstr. 2, 24161 Altenholz
1018124.0 5432554.0 46 10 10 Schönberger Str. 52, 24148 Kiel
1017864.0 5441556.0 46 19 19 Seekante 15, 24159 Kiel
1014369.0 5430856.0 46 4 4 Elisabethstr. 101, 24143 Kiel
1013563.0 5432047.0 46 0 0 Andreas-Gayk-Str. 16, 24103 Kiel
1018332.0 5430081.0 46 9 9 Wiener Allee 103, 24147 Kiel
1012179.0 5433377.0 46 3 3 Krausstr. 1, 24118 Kiel
1014952.0 5433605.0 46 3 3 Luisenweg 12, 24105 Kiel
1016471.0 5429122.0 46 9 9 Grillenberg 2, 24145 Kiel
1017310.0 5432530.0 46 9 9 Schönberger Str. 100, 24148 Kiel
1009373.0 5434958.0 46 8 8 Klausbrooker Weg 4, 24107 Kiel
1012611.0 5434021.0 46 4 4 Westring 424, 24118 Kiel
1019713.0 5433384.0 46 12 12 Solomit 5, 24149 Kiel
1010966.0 5432519.0 46 4 4 Nietzschestr. 5, 24116 Kiel
1020684.0 5427865.0 46 15 15 Zeppelinring 105, 24146 Kiel
1014343.0 5433255.0 46 3 3 Niemannsweg 2, 24105 Kiel
1018419.0 5426233.0 46 13 13 Zum Forst 90, 24145 Kiel
1012679.0 5434149.0 46 5 5 Westring 430, 24118 Kiel
1012076.0 5432249.0 46 3 3 Hasseldieksdammer Weg 2, 24116 Kiel
1006840.0 5427631.0 46 12 12 Osterberg 8, 24113 Molfsee
1007659.0 5436150.0 46 10 10 Rungholtplatz 5, 24107 Kiel
1017420.0 5429602.0 46 9 9 Dorfstr. 1, 24146 Kiel
1008292.0 5436274.0 46 11 11 Wippen 12, 24107 Kiel
1016492.0 5439806.0 46 16 16 Redinskamp 19, 24159 Kiel
1021283.0 5432014.0 46 14 14 Ostanger 24, 24149 Kiel
1018761.0 5429665.0 46 10 10 Tiroler Ring 563, 24147 Kiel
1008087.0 5433005.0 46 9 9 Hofbrook 8, 24119 Kronshagen
1005384.0 5434147.0 46 11 11 Dorfstr. 17, 24107 Ottendorf
1018387.0 5432478.0 46 9 9 Faulmannweg 1, 24148 Kiel
1013843.0 5438744.0 46 12 12 Dänischenhagener Str. 32, 24161 Altenholz
1014881.0 5426416.0 46 9 9 Steindamm 134, 24145 Kiel
1008898.0 5434335.0 46 8 8 Fridtjof-Nansen-Weg 1, 24119 Kronshagen
1018523.0 5429962.0 46 9 9 Linzer Weg 77, 24147 Kiel
1007607.0 5430679.0 46 14 14 Wannseebogen 2, 24111 Kiel
1013327.0 5433443.0 46 3 3 Holtenauer Str. 88, 24105 Kiel
1014951.0 5434505.0 46 6 6 Linden-Allee 22, 24105 Kiel
1007049.0 5429447.0 46 12 12 Damaschkeweg 52, 24113 Kiel
1012242.0 5432478.0 46 3 3 Jungfernstieg 32, 24116 Kiel
1014759.0 5431338.0 46 5 5 Elisabethstr. 42, 24143 Kiel
1017023.0 5432368.0 46 10 10 Schönberger Str. 130, 24148 Kiel
1007809.0 5434936.0 46 10 10 Wetterbek 37, 24107 Kiel
1014134.0 5429826.0 46 7 7 Sieversdiek 45, 24143 Kiel
1007907.0 5434962.0 46 10 10 Wetterbek 14, 24107 Kiel
1012558.0 5435507.0 46 7 7 Elendsredder 26, 24106 Kiel
1015335.0 5433597.0 46 4 4 Düsternbrooker Weg 92, 24105 Kiel
1013206.0 5434686.0 46 5 5 Projensdorfer Str. 5, 24106 Kiel
1020862.0 5432475.0 46 12 12 Spitzenkamp 1, 24149 Kiel
1010960.0 5430132.0 46 5 5 Pestalozzistr. 5, 24113 Kiel
1018020.0 5433001.0 46 11 11 Grenzstr. 5, 24149 Kiel
1018734.0 5428759.0 46 10 10 Illerweg 10, 24146 Kiel
1014277.0 5433534.0 46 4 4 Waitzstr. 2, 24105 Kiel
1011855.0 5435404.0 46 7 7 Steenbeker Weg 10, 24106 Kiel
1012561.0 5428204.0 46 8 8 Bustorfer Weg 70, 24145 Kiel
1010249.0 5434801.0 46 9 9 Baumgartenstr. 3, 24106 Kiel
1019223.0 5428705.0 46 11 11 Isarweg 50, 24146 Kiel
1013188.0 5435334.0 46 6 6 Holtenauer Str. 304, 24106 Kiel
999433.0 5434095.0 46 17 17 Toweddern 9, 24107 Quarnbek
1013908.0 5432726.0 46 2 2 Philosophengang 6, 24103 Kiel
1013904.0 5432852.0 46 2 2 Brunswiker Str. 33, 24105 Kiel
1013811.0 5434596.0 46 5 5 Geigerstr. 79, 24105 Kiel
1015926.0 5440405.0 46 15 15 Hof Pries 9, 24159 Kiel
1012290.0 5428250.0 46 8 8 Lütt Steenbusch 20, 24145 Kiel
1013669.0 5434265.0 46 5 5 Blücherstr. 1, 24105 Kiel
1017631.0 5441853.0 46 18 18 Funkstellenweg 135, 24159 Kiel
1019288.0 5432380.0 46 11 11 Neumühlener Str. 76, 24148 Kiel
1016961.0 5442089.0 46 19 19 Schlimbachallee 35, 24159 Kiel
1011342.0 5435955.0 46 8 8 Projensdorfer Str. 199, 24106 Kiel
1013121.0 5440588.0 46 16 16 Alter Kieler Weg 3, 24161 Altenholz
1019223.0 5428705.0 46 11 11 Isarweg 50, 24146 Kiel
1013121.0 5431559.0 46 1 1 Sophienblatt 25, 24103 Kiel
1013028.0 5434231.0 46 4 4 Hardenbergstr. 49, 24118 Kiel
1007394.0 5436036.0 46 11 11 Sylter Bogen 59, 24107 Kiel
997274.0 5432407.0 46 15 15 Immenkamp 1, 24107 Quarnbek
1013256.0 5437632.0 46 11 11 Immelmann-Str. 20, 24159 Kiel
1014281.0 5430194.0 46 5 5 Theodor-Heuss-Ring 141, 24143 Kiel
1018726.0 5432931.0 46 10 10 Tiefe Allee 16, 24149 Kiel
1012089.0 5431545.0 46 3 3 Hasselmannstr. 2, 24114 Kiel
