1001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.1271 54.39871 71 14 14 Langkoppel 33, 24161 Altenholz
10.08034 54.359 79 10 10 Sylter Bogen 1, 24107 Kiel
10.13002 54.40036 78 15 15 Grevenkamp 1, 24161 Altenholz
10.0251 54.31882 82 11 11 Karkkamp 17, 24109 Melsdorf
10.16834 54.28639 83 10 10 Kirchenberg 3, 24145 Kiel
10.13432 54.34125 78 4 4 Esmarchstr. 57, 24105 Kiel
10.15178 54.30589 73 5 5 Blitzstr. 51, 24143 Kiel
10.03315 54.31935 78 10 10 Dorfstr. 1, 24109 Melsdorf
10.14356 54.36959 68 12 12 Kanalstr. 41, 24159 Kiel
10.18338 54.30021 76 9 9 Wiener Allee 93, 24147 Kiel
10.13557 54.33725 82 3 3 Gerhardstr. 62, 24105 Kiel
10.08673 54.329 79 7 7 Tauwerk 1, 24119 Kronshagen
10.08881 54.34268 69 8 8 Elsa-Brandström-Str. 20, 24119 Kronshagen
9.98878 54.33592 71 16 16 Sturenberg 59, 24107 Quarnbek
10.12508 54.32496 76 2 2 Damperhofstr. 22, 24103 Kiel
10.18372 54.32549 80 9 9 Gabelsbergerstr. 3, 24148 Kiel
10.03382 54.32153 77 12 12 Kählenweg 9, 24109 Melsdorf
10.12657 54.33451 71 3 3 Alsenstr. 30, 24118 Kiel
10.04703 54.34293 75 14 14 Kanalweg 13, 24107 Ottendorf
10.12423 54.40163 70 15 15 Linden-Allee 106, 24161 Altenholz
10.1453 54.30566 73 5 5 Iltisstr. 71, 24143 Kiel
10.10765 54.30064 67 5 5 Hamburger Chaussee 161, 24113 Kiel
10.13072 54.33308 74 2 2 Schauenburgerstr. 38, 24105 Kiel
10.11954 54.3331 79 3 3 Klotzstr. 8, 24118 Kiel
10.16481 54.31436 68 7 7 Ostring 261, 24148 Kiel
10.06152 54.26399 71 13 13 Dorfstr. 1, 24113 Molfsee
10.13656 54.34028 77 5 5 Gefionstr. 2, 24105 Kiel
10.13289 54.35439 73 7 7 Danckwerthstr. 3, 24106 Kiel
10.11861 54.33322 76 4 4 Klotzstr. 18, 24118 Kiel
10.12853 54.32332 73 1 1 Waisenhofstr. 34, 24103 Kiel
10.19343 54.32977 82 10 10 Kirschberg 1, 24149 Kiel
10.10085 54.30291 74 6 6 Rendsburger Landstr. 140, 24113 Kiel
10.0985 54.35199 69 9 9 Feuerbachstr. 146, 24107 Kiel
10.06916 54.27489 80 12 12 Captain-Thiessen-Weg 26, 24113 Molfsee
10.1034 54.27356 80 10 10 Kleinflintbeker Weg 3, 24145 Kiel
10.16279 54.30895 73 9 9 Poppenrade 51, 24148 Kiel
10.11814 54.40045 71 15 15 Klausdorfer Str. 76, 24161 Altenholz
10.16662 54.41801 73 18 18 Schilkseer Str. 128, 24159 Kiel
10.19811 54.27808 70 14 14 Am Wellsee 173, 24146 Kiel
10.13969 54.32366 73 1 1 Dänische Str. 2, 24103 Kiel
10.01807 54.34267 77 15 15 Reimershofer Weg 12, 24107 Quarnbek
10.12732 54.31093 78 3 3 Sophienblatt 74, 24114 Kiel
10.15073 54.33416 78 3 3 Düsternbrooker Weg 71, 24105 Kiel
10.18166 54.33273 73 11 11 Langensaal 4, 24149 Kiel
10.12017 54.39182 70 14 14 Kronsberg 23, 24161 Altenholz
10.14278 54.33587 83 4 4 Forstweg 10, 24105 Kiel
10.12668 54.38971 82 13 13 Königsberger Str. 57, 24161 Altenholz
10.08621 54.33082 77 8 8 Seilerei 2, 24119 Kronshagen
10.09335 54.37391 83 16 16 Gut Projensdorf 1, 24161 Altenholz
10.16399 54.29048 80 9 9 Schoolkamp 101, 24145 Kiel
10.15251 54.25982 68 9 9 Hexentellerweg 5, 24145 Kiel
9.99056 54.33992 73 17 17 Zum Sportplatz 1, 24107 Quarnbek
10.11669 54.32393 73 3 3 Kronshagener Weg 16, 24116 Kiel
10.14438 54.30205 75 5 5 Ostring 1, 24143 Kiel
10.08678 54.29191 68 9 9 Hammerbusch 65, 24113 Kiel
10.13788 54.28119 71 8 8 Barkauer Str. 107, 24145 Kiel
10.18212 54.32571 73 10 10 Schönberger Str. 44, 24148 Kiel
10.07823 54.33665 83 10 10 Am Holm 51, 24119 Kronshagen
10.06832 54.28998 80 12 12 Am Voßberg 24, 24113 Kiel
10.04719 54.31235 78 11 11 Jütlandring 176, 24109 Kiel
10.13752 54.31444 68 5 5 Am Germaniahafen 5, 24143 Kiel
10.13577 54.30558 84 4 4 Kehrwieder 1, 24143 Kiel
10.17652 54.29238 69 9 9 Dorfstr. 43, 24146 Kiel
10.17029 54.32362 78 8 8 Schönberger Str. 143, 24148 Kiel
10.17289 54.31949 78 8 8 Hangstr. 1, 24148 Kiel
10.12221 54.30163 76 5 5 Blaumeisenweg 1, 24113 Kiel
10.07378 54.3123 77 9 9 Melsdorfer Str. 79, 24109 Kiel
10.11294 54.32408 73 3 3 Westring 238, 24116 Kiel
10.09844 54.3375 75 6 6 Nußbaumkoppel 1, 24119 Kronshagen
10.10563 54.35554 69 9 9 Steenbeker Weg 58, 24106 Kiel
10.08712 54.33056 76 6 6 Seilerei 6, 24119 Kronshagen
10.18836 54.29875 71 9 9 Klagenfurter Weg 119, 24147 Kiel
10.0664 54.30756 68 11 11 Waldweg 17, 24111 Kiel
10.18099 54.30127 70 9 9 Tiroler Ring 283, 24147 Kiel
10.12739 54.40722 77 16 16 Alter Kieler Weg 4, 24161 Altenholz
10.15274 54.25734 78 10 10 Hexentellerweg 33, 24145 Kiel
10.11586 54.32661 73 4 4 Westring 267, 24116 Kiel
10.09255 54.3198 68 5 5 Hasseldieksdammer Weg 220, 24109 Kiel
9.9913 54.34178 76 17 17 Möhlenbarg 13, 24107 Quarnbek
10.18023 54.33642 69 13 13 Salzredder 12, 24149 Kiel
10.13559 54.39273 74 12 12 Klausdorfer Landstr. 1, 24161 Altenholz
10.06289 54.31625 67 10 10 Rathmannsdorfer Weg 5, 24109 Kiel
10.17391 54.40056 75 17 17 Grüffkamp 38, 24159 Kiel
10.05449 54.33375 79 12 12 Lofotenweg 179, 24109 Kiel
10.18546 54.4037 71 17 17 Zum Badestrand 76, 24159 Kiel
10.07488 54.27689 76 12 12 Rammsmoor 18, 24113 Molfsee
10.1393 54.32907 67 2 2 Brunswiker Str. 26, 24105 Kiel
10.13469 54.38786 79 12 12 Elbinger Weg 22, 24161 Altenholz
10.08065 54.30352 79 10 10 Zehlendorfer Str. 11, 24111 Kiel
10.14083 54.33972 76 5 5 Wrangelstr. 11, 24105 Kiel
10.06737 54.26618 67 12 12 Hamburger Chaussee 37, 24113 Molfsee
10.15496 54.29218 73 9 9 Hansaring 6, 24145 Kiel
10.08426 54.41284 76 19 19 Dehnhöft 7, 24161 Altenholz
10.10422 54.33421 76 5 5 Eichhofstr. 50, 24116 Kiel
10.11662 54.28371 71 9 9 Am Fuchsbau 1, 24145 Kiel
10.17213 54.41371 77 18 18 Graf-Luckner-Str. 8, 24159 Kiel
10.10087 54.34224 77 7 7 Eckernförder Str. 238, 24119 Kronshagen
10.14992 54.30574 84 5 5 Greifstr. 11, 24143 Kiel
10.0764 54.36426 78 11 11 Rügenweg 46, 24107 Kiel
10.13711 54.34151 78 4 4 Blücherplatz 1, 24105 Kiel
10.12868 54.35844 73 7 7 Hohenrade 7, 24106 Kiel
10.15394 54.28399 76 10 10 Bunsenstr. 32, 24145 Kiel
10.12891 54.40884 69 16 16 Birkenweg 17, 24161 Altenholz
10.11654 54.30124 80 5 5 Krusenrotter Weg 71, 24113 Kiel
10.10642 54.34591 71 6 6 Olshausenstr. 75, 24118 Kiel
10.13662 54.28206 80 7 7 Barkauer Str. 81, 24145 Kiel
10.06816 54.30064 71 10 10 Rendsburger Landstr. 385, 24111 Kiel
10.17208 54.32312 69 9 9 Timkestr. 62, 24148 Kiel
10.16216 54.31097 82 8 8 Erich-Kästner-Weg 55, 24143 Kiel
10.17955 54.30248 74 9 9 Felsenstr. 8, 24147 Kiel
10.13701 54.32305 83 1 1 Kehdenstr. 15, 24103 Kiel
10.15028 54.34104 73 5 5 Niemannsweg 115, 24105 Kiel
10.18419 54.26233 74 13 13 Zum Forst 90, 24145 Kiel
10.14921 54.30917 78 5 5 Gaußstr. 35, 24143 Kiel
10.13771 54.30498 71 4 4 Asmusstr. 19, 24143 Kiel
10.1085 54.30733 68 5 5 Andresenstr. 1, 24113 Kiel
10.07015 54.33579 76 11 11 Herrenwiese 2, 24119 Kronshagen
10.16722 54.41806 73 18 18 Auf der Wurth 2, 24159 Kiel
10.12821 54.33632 74 4 4 Samwerstr. 1, 24118 Kiel
10.15456 54.29188 69 8 8 Hansaring 7, 24145 Kiel
10.08253 54.31656 75 8 8 Julienluster Weg 33, 24109 Kiel
10.11652 54.29747 82 6 6 Hasenholz 2, 24113 Kiel
10.06867 54.31517 77 9 9 Haßloh 1, 24109 Kiel
10.14543 54.30308 83 5 5 Ostring 9, 24143 Kiel
10.15378 54.40574 69 16 16 Uhlenhorster Weg 18, 24159 Kiel
10.1464 54.32752 70 1 1 Kiellinie 5, 24105 Kiel
10.12311 54.29416 78 6 6 Hornheimer Weg 98, 24113 Kiel
10.13034 54.33865 76 3 3 Im Brauereiviertel 58, 24118 Kiel
10.11623 54.32741 83 4 4 Geibelplatz 10, 24116 Kiel
10.13362 54.38776 84 13 13 Elbinger Weg 23, 24161 Altenholz
10.13871 54.30951 68 4 4 Werftstr. 231, 24143 Kiel
10.00379 54.34436 74 18 18 Spitzenrade 1, 24107 Quarnbek
10.1323 54.28158 74 7 7 Radewisch 161, 24145 Kiel
10.17029 54.32362 82 8 8 Schönberger Str. 143, 24148 Kiel
10.10734 54.31089 80 6 6 Saarbrückenstr. 96, 24114 Kiel
10.08674 54.31965 82 7 7 Hofholzallee 44, 24109 Kiel
10.1986 54.33395 82 12 12 Alfons-Huysmans-Ring 1, 24149 Kiel
10.10456 54.32874 78 4 4 Dehnckestr. 1, 24116 Kiel
10.10329 54.36313 76 11 11 Am Tannenberg 73, 24106 Kiel
10.13476 54.38266 75 12 12 Stralsunder Weg 8, 24161 Altenholz
10.1761 54.3938 71 16 16 Falckensteiner Str. 39, 24159 Kiel
10.16318 54.38876 82 15 15 Fritz-Reuter-Str. 15, 24159 Kiel
10.18619 54.30578 82 11 11 Böttgersberg 6, 24147 Kiel
10.19241 54.32566 73 10 10 Passader Str. 3, 24148 Kiel
10.14666 54.27761 78 9 9 Borsigstr. 8, 24145 Kiel
10.13747 54.33838 79 4 4 Adolfplatz 11, 24105 Kiel
10.15251 54.25982 83 9 9 Hexentellerweg 5, 24145 Kiel
10.11567 54.3194 82 4 4 Paul-Fleming-Str. 6, 24114 Kiel
10.14676 54.28143 71 8 8 Braunstr. 34, 24145 Kiel
10.21376 54.32757 70 13 13 Trenntrader Weg 18, 24149 Kiel
10.07402 54.33058 68 8 8 Adenauerstr. 2, 24119 Kronshagen
10.13899 54.34357 70 5 5 Yorck-Str. 1, 24105 Kiel
10.12078 54.40272 76 16 16 Linden-Allee 2, 24161 Altenholz
10.13289 54.33333 76 3 3 Holtenauer Str. 74, 24105 Kiel
10.04739 54.25897 70 15 15 Streitberg 17, 24113 Molfsee
10.18836 54.29875 75 9 9 Klagenfurter Weg 119, 24147 Kiel
10.09674 54.28068 83 8 8 Meimersdorfer Weg 151, 24145 Kiel
10.16728 54.39901 71 16 16 Wilhelm-Busch-Str. 1, 24159 Kiel
10.12083 54.33258 78 3 3 Schweffelstr. 4, 24118 Kiel
10.18023 54.33642 67 13 13 Salzredder 12, 24149 Kiel
10.12121 54.40762 69 16 16 Freesenberg 102, 24161 Altenholz
10.11439 54.2803 79 9 9 Begonienreihe 1, 24145 Kiel
10.11528 54.31705 71 4 4 Boiestr. 14, 24114 Kiel
10.18783 54.3383 82 12 12 Helenenstr. 5, 24149 Kiel
10.17107 54.39213 74 17 17 Oldestr. 40, 24159 Kiel
10.107 54.31073 76 5 5 Saarbrückenstr. 98, 24114 Kiel
10.11462 54.30086 83 5 5 Krusenrotter Weg 74, 24113 Kiel
10.08377 54.35348 75 9 9 Klinkerwisch 12, 24107 Kiel
10.17912 54.29214 82 10 10 Rüsterstr. 2, 24146 Kiel
10.13677 54.37344 74 11 11 Lilienthalstr. 10, 24159 Kiel
10.13757 54.35485 70 7 7 Kiellinie 263, 24106 Kiel
10.11124 54.36068 82 9 9 Projensdorfer Str. 219, 24106 Kiel
10.1329 54.30447 80 5 5 Zum Brook 40, 24143 Kiel
10.12878 54.36427 83 9 9 Timmerberg 19, 24106 Kiel
10.03273 54.32234 82 11 11 Kählenweg 11, 24109 Melsdorf
10.15882 54.39581 77 15 15 Brahmsweg 19, 24159 Kiel
10.13583 54.34054 67 4 4 Gneisenaustr. 17, 24105 Kiel
10.19241 54.32566 71 10 10 Passader Str. 3, 24148 Kiel
10.18805 54.33897 71 12 12 Georgstr. 5, 24149 Kiel
10.13103 54.32683 74 2 2 Gartenstr. 25, 24103 Kiel
10.0281 54.35482 71 16 16 Reimershof 21, 24107 Quarnbek
10.17257 54.41712 80 17 17 Funkstellenweg 1, 24159 Kiel
10.08347 54.33404 71 7 7 Haßknöll 9, 24119 Kronshagen
10.09538 54.30099 79 7 7 Rendsburger Landstr. 181, 24113 Kiel
10.16561 54.29256 83 9 9 Schlesierweg 1, 24145 Kiel
10.13862 54.34711 82 5 5 Düvelsbeker Weg 38, 24105 Kiel
10.13351 54.29734 80 7 7 Flintbeker Str. 66, 24113 Kiel
10.17747 54.2693 82 12 12 Zum Forst 52, 24145 Kiel
10.09864 54.34384 78 6 6 Eckernförder Str. 303, 24119 Kronshagen
10.19158 54.33244 71 11 11 Strohredder 6, 24149 Kiel
10.06931 54.3609 82 12 12 Pellwormer Weg 65, 24107 Kiel
10.18591 54.3313 77 11 11 Tiefe Allee 28, 24149 Kiel
9.99556 54.34168 67 18 18 Toweddern 33, 24107 Quarnbek
10.18805 54.40286 76 17 17 Falkenhorst 11, 24159 Kiel
10.19198 54.28 73 12 12 Fliederweg 2, 24146 Kiel
10.13639 54.32885 76 2 2 Brunswiker Str. 46, 24105 Kiel
10.18794 54.29106 77 10 10 Karlsbader Str. 1, 24146 Kiel
10.18076 54.33166 84 12 12 Nanthingasse 2, 24149 Kiel
10.08892 54.33814 83 7 7 Eichkoppelweg 35, 24119 Kronshagen
10.18345 54.29952 69 9 9 Wiener Allee 57, 24147 Kiel
10.13262 54.32945 80 2 2 Holtenauer Str. 12, 24105 Kiel
10.19326 54.28016 75 14 14 Jasminweg 2, 24146 Kiel
10.21182 54.31908 67 14 14 Kiebitzbek 63, 24149 Kiel
10.12198 54.32117 82 2 2 Hermann-Weigmann-Str. 29, 24103 Kiel
9.9899 54.33786 68 16 16 Sturenberg 47, 24107 Quarnbek
10.12383 54.32545 69 3 3 Sternstr. 3, 24103 Kiel
10.05285 54.33064 74 11 11 Narvikstr. 130, 24109 Kiel
10.14822 54.3112 77 5 5 Kaiserstr. 41, 24143 Kiel
10.08063 54.30207 77 9 9 Mühlenkamp 12, 24111 Kiel
10.11834 54.39481 77 15 15 Dreiangel 5, 24161 Altenholz
10.07744 54.3 75 9 9 Am Seeufer 1, 24111 Kiel
10.06941 54.30798 78 10 10 Russeer Weg 67, 24111 Kiel
10.17024 54.32149 84 9 9 Wellingdorfer Str. 1, 24148 Kiel
10.11611 54.28291 70 9 9 Beim Marderlauf 9, 24145 Kiel
10.13559 54.35806 79 9 9 Im Anscharpark 2, 24106 Kiel
10.0577 54.32888 73 10 10 Stockholmstr. 159, 24109 Kiel
10.05539 54.30104 75 10 10 Am Friedhof 5, 24111 Kiel
10.149 54.31234 76 5 5 Wikingerstr. 2, 24143 Kiel
10.09013 54.32176 83 6 6 Gartenkoppel 1, 24109 Kiel
10.14818 54.31369 76 6 6 Jaegerstr. 5, 24143 Kiel
10.12498 54.32032 79 2 2 Adelheidstr. 18, 24103 Kiel
10.13215 54.3017 68 6 6 Tonberg 7, 24113 Kiel
10.14635 54.30162 80 5 5 Hohwachter Weg 5, 24143 Kiel
10.18803 54.28761 77 10 10 Illerweg 1, 24146 Kiel
10.17235 54.39102 76 16 16 Dieselweg 3, 24159 Kiel
10.1365 54.32052 77 0 0 Hafenstr. 17, 24103 Kiel
10.08509 54.34725 82 10 10 Holmredder 177, 24107 Kiel
10.14326 54.34258 73 5 5 Forstweg 83, 24105 Kiel
10.15668 54.34017 77 4 4 Kiellinie 71, 24105 Kiel
10.07707 54.27887 74 12 12 Rammseer Weg 9, 24113 Molfsee
10.18204 54.32659 84 10 10 Am Seefischmarkt 13, 24148 Kiel
10.13465 54.28793 68 6 6 Barkauer Str. 8, 24145 Kiel
9.97274 54.32407 73 15 15 Immenkamp 1, 24107 Quarnbek
10.07202 54.36008 69 11 11 Trischenweg 3, 24107 Kiel
10.06743 54.28051 77 12 12 Am Osterfeld 1, 24113 Molfsee
10.12185 54.30375 80 5 5 Krusenrotter Weg 32, 24113 Kiel
10.0503 54.31199 80 11 11 Roskilder Weg 5, 24109 Kiel
10.07823 54.33665 74 10 10 Am Holm 51, 24119 Kronshagen
10.12214 54.30432 78 4 4 Krusenrotter Weg 24, 24113 Kiel
10.18761 54.29665 80 10 10 Tiroler Ring 563, 24147 Kiel
10.06803 54.31593 75 8 8 Klingkoppel 1, 24109 Kiel
10.11111 54.32107 70 3 3 Westring 201, 24116 Kiel
10.12286 54.40173 71 15 15 Linden-Allee 7, 24161 Altenholz
10.17801 54.41624 68 19 19 Seekante 39, 24159 Kiel
10.12881 54.38413 80 13 13 Posener Str. 40, 24161 Altenholz
10.14829 54.27851 70 9 9 Borsigstr. 26, 24145 Kiel
10.08432 54.35534 78 10 10 Hauskoppel 16, 24107 Kiel
10.16288 54.30831 80 9 9 Poppenrade 53, 24148 Kiel
10.1205 54.37211 79 12 12 Oskar-Kusch-Str. 2, 24161 Altenholz
10.13663 54.35761 67 8 8 Heiligendammer Str. 15, 24106 Kiel
10.14504 54.37468 67 13 13 Eekbrook 6, 24159 Kiel
10.14261 54.31103 68 4 4 Karlstal 21, 24143 Kiel
10.13493 54.35922 68 8 8 Adalbertstr. 10, 24106 Kiel
10.11165 54.32187 74 4 4 Westring 202, 24116 Kiel
10.13837 54.33438 74 3 3 Lornsenstr. 27, 24105 Kiel
10.05747 54.341 80 11 11 Auberg 4, 24107 Ottendorf
10.13678 54.38798 78 13 13 Allensteiner Weg 33, 24161 Altenholz
10.1153 54.31439 75 4 4 Dubenhorst 4, 24114 Kiel
10.13387 54.37305 73 10 10 Richthofenstr. 50, 24159 Kiel
10.07534 54.3308 75 8 8 Amalienweg 1, 24119 Kronshagen
10.13368 54.34011 71 3 3 Holtenauer Str. 160, 24105 Kiel
10.14927 54.30506 68 5 5 Blitzstr. 41, 24143 Kiel
10.17979 54.39101 84 17 17 Falckensteiner Str. 4, 24159 Kiel
10.11687 54.37204 70 13 13 Knooper Landstr. 6, 24161 Altenholz
10.18488 54.28463 77 11 11 Am Wellsee 18, 24146 Kiel
10.07085 54.30046 74 10 10 Rendsburger Landstr. 369, 24111 Kiel
10.08125 54.35897 73 9 9 Eckernförder Str. 441, 24107 Kiel
10.13256 54.37632 80 11 11 Immelmann-Str. 20, 24159 Kiel
10.17755 54.41354 77 19 19 Rudergang 30, 24159 Kiel
10.13816 54.33796 83 4 4 Adolfplatz 6, 24105 Kiel
10.17407 54.32551 76 9 9 Schönberger Str. 98, 24148 Kiel
10.13547 54.39202 69 13 13 Rote Kate 1, 24161 Altenholz
10.10768 54.34782 82 7 7 Bremerskamp 107, 24106 Kiel
10.07203 54.3569 69 11 11 Steinberg 145, 24107 Kiel
10.11763 54.32437 68 3 3 Wörthstr. 3, 24116 Kiel
10.10254 54.30632 75 6 6 Gärtnerstr. 32, 24113 Kiel
10.16739 54.29269 80 9 9 Kölenberg 48, 24145 Kiel
10.10563 54.35554 79 9 9 Steenbeker Weg 58, 24106 Kiel
10.1364 54.32877 79 2 2 Brunswiker Str. 49, 24103 Kiel
10.09579 54.34503 71 8 8 Waidmannsruh 33, 24119 Kronshagen
10.09608 54.30385 83 7 7 Hasseer Str. 71, 24113 Kiel
10.1753 54.32561 68 9 9 Schönberger Str. 82, 24148 Kiel
10.13889 54.33533 77 3 3 Waitzstr. 20, 24105 Kiel
10.13603 54.36525 77 9 9 Uferstr. 6, 24106 Kiel
10.07413 54.35193 74 11 11 Kahler Berg 22, 24107 Kiel
10.14568 54.37394 82 13 13 Lütjohannstr. 19, 24159 Kiel
10.13042 54.31791 84 1 1 Hopfenstr. 60, 24103 Kiel
10.11377 54.3001 83 5 5 Alte Gärtnerei 1, 24113 Kiel
10.12934 54.36961 79 11 11 Gravensteiner Str. 117, 24159 Kiel
10.11188 54.30449 82 5 5 Schleswiger Str. 25, 24113 Kiel
10.07416 54.31589 69 9 9 Melsdorfer Str. 45, 24109 Kiel
10.21553 54.32091 73 13 13 Oppendorfer Weg 62, 24149 Kiel
10.06607 54.30169 68 10 10 Rendsburger Landstr. 392, 24111 Kiel
10.1864 54.28362 70 11 11 Am Wellsee 34, 24146 Kiel
10.17399 54.31897 75 9 9 Stille Gasse 2, 24148 Kiel
10.16438 54.31361 74 7 7 Klosterstr. 74, 24148 Kiel
10.13032 54.38503 70 12 12 Posener Str. 14, 24161 Altenholz
10.12656 54.31964 67 1 1 Prüne 18, 24103 Kiel
10.16074 54.2934 76 9 9 Ostpreußenweg 8, 24145 Kiel
10.16329 54.31793 74 7 7 Werftstr. 67, 24148 Kiel
10.17722 54.25293 82 13 13 Rönner Damm 5, 24145 Kiel
10.04004 54.34192 82 15 15 Zum Wasserblöcken 12, 24107 Ottendorf
10.13103 54.33628 70 3 3 Knooper Weg 157, 24118 Kiel
10.15577 54.39724 80 16 16 Händelweg 1, 24159 Kiel
10.16631 54.38733 75 14 14 Prieser Strand 6, 24159 Kiel
10.13958 54.33057 82 2 2 Feldstr. 13, 24105 Kiel
10.1342 54.32177 70 1 1 Fleethörn 18, 24103 Kiel
10.08254 54.36249 83 11 11 Wippen 2, 24107 Kiel
10.13488 54.30654 73 3 3 Schwedendamm 9, 24143 Kiel
10.09066 54.32872 83 6 6 Auf der Tenne 1, 24119 Kronshagen
10.14712 54.40626 84 15 15 Uhlenhorster Weg 49, 24159 Kiel
10.06136 54.26193 83 13 13 Möwenstr. 11, 24113 Molfsee
10.1281 54.38473 78 14 14 Posener Str. 33, 24161 Altenholz
10.07009 54.33664 68 9 9 Ottendorfer Weg 31, 24107 Ottendorf
10.18469 54.29684 76 9 9 Tiroler Ring 738, 24147 Kiel
10.12148 54.32235 70 2 2 Kronshagener Weg 15, 24114 Kiel
10.08903 54.35542 75 8 8 Schneiderkamp 17, 24107 Kiel
10.12691 54.3902 73 13 13 Königsberger Str. 129, 24161 Altenholz
10.09523 54.30096 82 7 7 Rendsburger Landstr. 182, 24113 Kiel
10.19207 54.2776 78 13 13 Am Wellsee 106, 24146 Kiel
10.05773 54.31474 75 10 10 Königsförder Weg 2, 24109 Kiel
10.0749 54.33771 74 9 9 Helene-Lange-Weg 3, 24119 Kronshagen
10.0672 54.26465 68 12 12 Eiderwiesenweg 1, 24113 Molfsee
10.09422 54.32865 79 5 5 Am Horst 1, 24119 Kronshagen
10.1684 54.42761 80 19 19 Drachenbahn 4, 24159 Kiel
10.18514 54.32414 70 9 9 Stolzeweg 3, 24148 Kiel
10.16594 54.28614 68 10 10 Kirchenberg 9, 24145 Kiel
10.06793 54.28812 78 12 12 Eiderbrook 63, 24113 Kiel
10.13274 54.37611 77 11 11 Immelmann-Str. 35, 24159 Kiel
10.07439 54.36123 78 11 11 Nordseestr. 5, 24107 Kiel
9.97251 54.32466 71 15 15 Schüttenredder 9, 24107 Quarnbek
10.14826 54.37061 79 13 13 Lindenweg 5, 24159 Kiel
10.12508 54.40162 70 15 15 Linden-Allee 110, 24161 Altenholz
10.18207 54.33643 74 13 13 Salzredder 10, 24149 Kiel
10.09208 54.32441 74 6 6 Kollhorster Weg 1, 24109 Kiel
10.164 54.38813 68 14 14 Fritz-Reuter-Str. 10, 24159 Kiel
10.18672 54.32698 82 10 10 Schönberger Str. 1, 24148 Kiel
10.12723 54.36654 80 11 11 Uferstr. 56, 24106 Kiel
10.15002 54.33542 69 3 3 Luisenweg 4, 24105 Kiel
10.08452 54.2848 75 9 9 Eschenbrook 4, 24113 Molfsee
10.17769 54.31327 78 9 9 Selenter Str. 17, 24148 Kiel
10.02739 54.31864 68 10 10 Karkkamp 15, 24109 Melsdorf
10.08314 54.33153 77 7 7 Kieler Str. 84, 24119 Kronshagen
10.14805 54.2792 82 8 8 Liebigstr. 18, 24145 Kiel
10.11681 54.3611 82 9 9 Manrade 14, 24106 Kiel
10.14094 54.30329 70 5 5 Bielenbergstr. 12, 24143 Kiel
10.2041 54.31895 78 12 12 Wehdenweg 137, 24148 Kiel
10.14591 54.33149 84 3 3 Schwanenweg 16, 24105 Kiel
10.18731 54.33956 78 12 12 Hermannstr. 5, 24149 Kiel
10.12609 54.34075 71 4 4 Westring 431, 24118 Kiel
10.16888 54.3232 83 8 8 Schönberger Str. 144, 24148 Kiel
10.18456 54.29454 82 9 9 Bebelplatz 4, 24146 Kiel
10.13428 54.34735 70 5 5 Seeblick 1, 24106 Kiel
10.1729 54.32233 80 9 9 Danziger Str. 42, 24148 Kiel
10.11462 54.30086 83 5 5 Krusenrotter Weg 74, 24113 Kiel
10.18699 54.29666 75 10 10 Tiroler Ring 579, 24147 Kiel
10.07295 54.27354 80 12 12 Am Museum 8, 24113 Molfsee
10.11919 54.33231 75 4 4 Gutenbergstr. 54, 24118 Kiel
10.13102 54.37182 84 11 11 Gravensteiner Str. 73, 24159 Kiel
10.12521 54.41144 71 16 16 Freesenberg 4, 24161 Altenholz
10.06708 54.33774 80 9 9 Schoobrook 5, 24119 Kronshagen
10.07389 54.33907 76 10 10 Apenrader Weg 14, 24119 Kronshagen
9.98896 54.34359 73 17 17 Sturenberg 3, 24107 Quarnbek
10.21034 54.3212 78 13 13 Spitzenkamp 36, 24149 Kiel
10.06497 54.26531 78 12 12 Catharinenberg 1, 24113 Molfsee
10.04755 54.34341 71 12 12 Kanalweg 14, 24107 Ottendorf
10.13168 54.38643 79 13 13 Ostpreußenplatz 10, 24161 Altenholz
10.13073 54.37138 73 11 11 Gravensteiner Str. 93, 24159 Kiel
10.03049 54.31386 78 10 10 Am Dörpsdiek 11, 24109 Melsdorf
10.12899 54.39808 75 14 14 Ohlandbogen 17, 24161 Altenholz
10.12347 54.31846 73 2 2 Herzog-Friedrich-Str. 94, 24103 Kiel
10.05916 54.32104 79 10 10 Malmöweg 5, 24109 Kiel
10.13058 54.34131 70 4 4 Esmarchstr. 85, 24118 Kiel
10.13527 54.32283 73 0 0 Rathausplatz 6, 24103 Kiel
10.04276 54.34013 67 12 12 Dorfstr. 52, 24107 Ottendorf
10.13238 54.39999 74 14 14 Ohlandbogen 87, 24161 Altenholz
10.12319 54.3053 80 3 3 Stormarnstr. 4, 24113 Kiel
10.16909 54.31321 70 8 8 Posadowskystr. 7, 24148 Kiel
10.06497 54.26531 82 12 12 Catharinenberg 1, 24113 Molfsee
10.10514 54.28714 77 7 7 Meimersdorfer Weg 33, 24113 Kiel
10.15071 54.33984 77 6 6 Niemannsweg 105, 24105 Kiel
10.13662 54.30441 68 4 4 Asmusstr. 11, 24143 Kiel
10.0503 54.31199 67 11 11 Roskilder Weg 5, 24109 Kiel
10.02157 54.31568 73 10 10 Dorfstr. 78, 24109 Melsdorf
10.1668 54.32155 80 8 8 Werftstr. 3, 24148 Kiel
10.1454 54.304 74 5 5 Oldenburger Str. 11, 24143 Kiel
10.08957 54.35546 76 10 10 Schneiderkamp 18, 24107 Kiel
