1001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.14078 54.34377 75 5 5 Bülowstr. 12, 24105 Kiel
10.06192 54.30262 82 11 11 Johann-Heuck-Str. 29, 24111 Kiel
10.11359 54.31566 81 3 3 Bugenhagenstr. 4, 24114 Kiel
10.16887 54.32114 82 8 8 Wahlestr. 22, 24148 Kiel
10.10231 54.34854 85 7 7 Baumgartenstr. 16, 24106 Kiel
10.13005 54.38456 83 12 12 Posener Str. 16, 24161 Altenholz
10.11838 54.40301 77 16 16 Rehwinkel 20, 24161 Altenholz
10.13171 54.34755 86 5 5 Kämpenstr. 6, 24106 Kiel
10.06119 54.26654 85 13 13 Dorfstr. 20, 24113 Molfsee
10.08499 54.33637 83 8 8 Vespergang 18, 24119 Kronshagen
10.08648 54.33553 75 7 7 Kopperpahler Allee 40, 24119 Kronshagen
10.12714 54.33353 92 3 3 Schauenburgerstr. 62, 24118 Kiel
10.1395 54.31173 75 4 4 Werftstr. 208, 24143 Kiel
10.12632 54.32102 79 1 1 Exerzierplatz 15, 24103 Kiel
10.09326 54.34944 90 8 8 Klausbrooker Weg 1, 24107 Kronshagen
10.14018 54.3327 88 3 3 Feldstr. 14, 24105 Kiel
10.08579 54.33139 82 7 7 Kieler Str. 70, 24119 Kronshagen
10.0943 54.33136 87 6 6 Hufenkamp 27, 24119 Kronshagen
10.07101 54.29276 88 13 13 Wiepenkrog 54, 24113 Kiel
10.08191 54.33164 88 7 7 Kieler Str. 90, 24119 Kronshagen
10.16612 54.39287 81 16 16 Steenbarg 15, 24159 Kiel
10.13472 54.32584 80 2 2 Lorentzendamm 28, 24103 Kiel
10.13269 54.30667 90 3 3 Bahnhofstr. 37, 24143 Kiel
10.12353 54.30256 90 4 4 Alte Eichen 19, 24113 Kiel
10.1177 54.30562 90 4 4 Rendsburger Landstr. 7, 24113 Kiel
10.12675 54.37065 82 11 11 Waffenschmiede 36, 24159 Kiel
10.12635 54.31811 92 2 2 Kirchhofallee 8, 24103 Kiel
10.12436 54.35116 77 6 6 Projensdorfer Str. 70, 24106 Kiel
10.14237 54.34391 75 5 5 Ziethenstr. 5, 24105 Kiel
10.07593 54.33507 77 11 11 Zu den Eichen 2, 24119 Kronshagen
10.08665 54.32987 82 7 7 Seilerei 16, 24119 Kronshagen
10.16617 54.42087 86 18 18 Schilkseer Str. 161, 24159 Kiel
10.17461 54.2941 80 9 9 Dorfstr. 21, 24146 Kiel
10.13079 54.35538 75 6 6 Holtenauer Str. 299, 24106 Kiel
10.08263 54.33119 77 7 7 Bahnhofsweg 1, 24119 Kronshagen
10.1749 54.31802 85 9 9 Hagener Str. 16, 24148 Kiel
10.12525 54.33262 80 3 3 Hansastr. 5, 24118 Kiel
10.13781 54.38653 88 11 11 Dänischenhagener Str. 24, 24161 Altenholz
10.0853 54.3317 85 7 7 Kopperpahler Allee 2, 24119 Kronshagen
10.12706 54.31062 82 2 2 Sophienblatt 80, 24114 Kiel
10.07262 54.35243 83 11 11 Steinberg 24, 24107 Kiel
10.12369 54.31797 79 2 2 Ringstr. 64, 24103 Kiel
10.1723 54.39656 92 17 17 Friedrichsorter Str. 5, 24159 Kiel
10.11649 54.30571 75 4 4 Rendsburger Landstr. 20, 24113 Kiel
10.00785 54.31373 77 12 12 Schönwohlder Weg 1, 24109 Melsdorf
10.17744 54.29311 79 9 9 Jettkorn 3, 24146 Kiel
10.08841 54.34375 79 8 8 Fridtjof-Nansen-Weg 26, 24119 Kronshagen
10.10557 54.30843 86 7 7 Wassilystr. 24, 24113 Kiel
10.13329 54.38162 83 13 13 Breslauer Str. 23, 24161 Altenholz
10.13549 54.34488 77 5 5 Blücherstr. 24, 24105 Kiel
10.19972 54.32235 92 11 11 Wehdenweg 105, 24148 Kiel
10.16691 54.42019 82 18 18 Peerkoppel 1, 24159 Kiel
10.07905 54.33631 92 9 9 Holländerey 5, 24119 Kronshagen
10.1389 54.37531 77 12 12 Nehringweg 57, 24159 Kiel
10.08567 54.30317 87 9 9 Quarnbeker Str. 2, 24113 Kiel
10.21283 54.32014 87 14 14 Ostanger 24, 24149 Kiel
10.15893 54.31301 85 6 6 Ostring 193, 24143 Kiel
10.07207 54.30495 83 11 11 Spandauer Weg 21, 24111 Kiel
10.11092 54.33163 85 4 4 Eichkamp 1, 24116 Kiel
10.1205 54.37211 77 12 12 Oskar-Kusch-Str. 2, 24161 Altenholz
10.12992 54.34147 85 5 5 Niebuhrstr. 34, 24118 Kiel
10.14006 54.3222 92 1 1 Eggerstedtstr. 5, 24103 Kiel
10.10367 54.36791 85 11 11 Stadtparkweg 2, 24106 Kiel
10.13292 54.31802 81 2 2 Sophienblatt 2, 24103 Kiel
10.19343 54.32977 75 10 10 Kirschberg 1, 24149 Kiel
9.98434 54.33069 81 15 15 Am Breitschlag 15, 24107 Quarnbek
10.12061 54.30219 86 4 4 Von-der-Goltz-Allee 35, 24113 Kiel
10.17156 54.41943 75 17 17 Langenfelde 83, 24159 Kiel
10.13368 54.31808 75 1 1 Stresemannplatz 4, 24103 Kiel
10.11441 54.32074 79 3 3 Gellertstr. 3, 24114 Kiel
10.12486 54.30358 82 4 4 Theodor-Heuss-Ring 75, 24113 Kiel
9.99529 54.34124 85 17 17 Toweddern 25, 24107 Quarnbek
10.17245 54.39496 76 16 16 Speckterweg 1, 24159 Kiel
10.07964 54.33884 80 9 9 Suchsdorfer Weg 56, 24119 Kronshagen
10.12948 54.35598 79 7 7 Schmiedekoppel 4, 24106 Kiel
10.13179 54.31254 76 2 2 Kai-Str. 101, 24114 Kiel
10.17795 54.41381 80 19 19 Priwallstr. 17, 24159 Kiel
10.1321 54.31695 88 1 1 Sophienblatt 18, 24103 Kiel
10.0566 54.32698 86 10 10 Stockholmstr. 27, 24109 Kiel
10.11814 54.40464 85 16 16 Peerkoppel 15, 24161 Altenholz
10.07673 54.36282 77 11 11 Ostseestr. 25, 24107 Kiel
10.13525 54.38155 80 11 11 Dänischenhagener Str. 1, 24159 Kiel
10.16992 54.42302 86 19 19 Seesternweg 9, 24159 Kiel
10.07491 54.30439 90 13 13 Staakener Weg 3, 24111 Kiel
10.09197 54.3547 79 9 9 Steenbeker Weg 215, 24107 Kiel
10.0699 54.26579 74 12 12 Kolberg 1, 24113 Molfsee
10.10061 54.30807 86 6 6 Saarbrückenstr. 179, 24113 Kiel
10.0324 54.31812 76 10 10 Kieler Weg 1, 24109 Melsdorf
10.11349 54.31404 80 4 4 Brunsrade 8, 24114 Kiel
10.1207 54.35374 82 7 7 Projensdorfer Str. 118, 24106 Kiel
10.14117 54.34473 74 5 5 Schlieffenallee 2, 24105 Kiel
10.1563 54.3717 90 15 15 Holtenauer Reede 30, 24159 Kiel
10.12991 54.39826 77 14 14 Rönkoppel 2, 24161 Altenholz
10.18789 54.33755 81 12 12 Wissmannstr. 2, 24149 Kiel
10.12826 54.34493 91 5 5 Westring 481, 24118 Kiel
10.12176 54.40346 83 16 16 Ahornallee 23, 24161 Altenholz
10.06602 54.27762 86 12 12 Osterberg 27, 24113 Molfsee
10.07412 54.33531 85 10 10 Suchsdorfer Weg 2, 24119 Kronshagen
10.12796 54.32718 74 2 2 Knooper Weg 71, 24116 Kiel
10.12443 54.36933 88 12 12 Friedrich-Voß-Ufer 38, 24159 Kiel
10.13747 54.33838 85 4 4 Adolfplatz 11, 24105 Kiel
10.07791 54.30357 77 10 10 Rutkamp 40, 24111 Kiel
10.18766 54.2989 85 9 9 Salzburger Str. 71, 24147 Kiel
10.15082 54.30753 79 5 5 Kirchenweg 63, 24143 Kiel
10.06076 54.2644 87 13 13 Gannerbarg 8, 24113 Molfsee
10.07066 54.36162 80 12 12 Grödeweg 13, 24107 Kiel
10.11863 54.40453 80 16 16 Peerkoppel 9, 24161 Altenholz
10.12427 54.30038 86 5 5 Von-der-Goltz-Allee 73, 24113 Kiel
10.07009 54.33664 92 9 9 Ottendorfer Weg 31, 24107 Ottendorf
10.12762 54.40524 85 16 16 Fliederweg 1, 24161 Altenholz
10.11813 54.35683 81 8 8 Projensdorfer Str. 170, 24106 Kiel
10.14342 54.3259 87 1 1 Schlossgarten 3, 24103 Kiel
10.18809 54.32642 88 10 10 Wehdenweg 1, 24148 Kiel
10.15426 54.39726 75 16 16 Wagnerring 6, 24159 Kiel
10.13737 54.3883 74 12 12 Allensteiner Weg 92, 24161 Altenholz
10.13807 54.32177 77 0 0 Wall 2, 24103 Kiel
10.11919 54.33231 80 4 4 Gutenbergstr. 54, 24118 Kiel
10.15394 54.28399 87 10 10 Bunsenstr. 32, 24145 Kiel
10.11855 54.35404 76 7 7 Steenbeker Weg 10, 24106 Kiel
10.17166 54.39893 74 16 16 Brammerkamp 14, 24159 Kiel
10.06039 54.26802 87 13 13 Dorfstr. 17, 24113 Molfsee
10.1381 54.29138 83 7 7 Kieler Kamp 38, 24145 Kiel
10.13117 54.32732 87 2 2 Legienstr. 26, 24103 Kiel
10.13874 54.34111 86 4 4 Clausewitzstr. 18, 24105 Kiel
10.0913 54.33278 79 6 6 Hasselkamp 56, 24119 Kronshagen
10.07787 54.35141 85 10 10 Rotenbek 3, 24107 Kiel
10.15953 54.31637 81 6 6 Werftstr. 117, 24148 Kiel
10.13039 54.37085 87 11 11 Gravensteiner Str. 103, 24159 Kiel
10.17021 54.39925 81 16 16 Klaus-Groth-Str. 2, 24159 Kiel
10.10582 54.3504 87 8 8 Olshausenstr. 100, 24106 Kiel
10.04719 54.31235 82 11 11 Jütlandring 176, 24109 Kiel
10.11824 54.40576 87 16 16 Moorredder 25, 24161 Altenholz
10.16319 54.29038 88 9 9 Buchenweg 1, 24145 Kiel
10.17623 54.26953 90 12 12 Götenhof 2, 24145 Kiel
10.07381 54.30562 91 11 11 Havelzeile 1, 24111 Kiel
10.10923 54.30155 91 5 5 Pestalozzistr. 3, 24113 Kiel
10.16699 54.31787 88 8 8 Franziusallee 33, 24148 Kiel
10.12377 54.33 82 4 4 Schiller-Str. 22, 24116 Kiel
10.04083 54.34015 75 12 12 Dorfstr. 58, 24107 Ottendorf
10.15335 54.33597 90 4 4 Düsternbrooker Weg 92, 24105 Kiel
10.10557 54.30843 87 7 7 Wassilystr. 24, 24113 Kiel
10.17353 54.30957 74 9 9 Tröndelweg 5, 24148 Kiel
10.09863 54.34293 76 6 6 Möllerstr. 2, 24119 Kronshagen
10.12739 54.40722 87 16 16 Alter Kieler Weg 4, 24161 Altenholz
10.14111 54.31114 74 4 4 Karlstal 10, 24143 Kiel
10.16491 54.39294 79 15 15 Andersen-Weg 1, 24159 Kiel
10.08499 54.33637 74 8 8 Vespergang 18, 24119 Kronshagen
10.09466 54.41458 77 18 18 Postkamp 16, 24161 Altenholz
10.14572 54.37056 81 13 13 Lindenweg 2, 24159 Kiel
10.06157 54.35392 86 12 12 Schwartenbeker Weg 63, 24107 Kiel
10.13122 54.33781 77 3 3 Von-der-Horst-Str. 3, 24118 Kiel
10.10494 54.27424 91 9 9 Meimersdorfer Weg 229, 24145 Kiel
10.09419 54.34971 82 8 8 Klausbrooker Weg 5, 24107 Kronshagen
10.00621 54.34404 92 16 16 Schmiedeberg 1, 24107 Quarnbek
10.1305 54.3497 75 6 6 Kappelner Str. 1, 24106 Kiel
10.13371 54.33832 75 3 3 Holtenauer Str. 138, 24105 Kiel
10.14798 54.30034 83 6 6 Hohwachter Weg 33, 24143 Kiel
10.16298 54.29105 91 9 9 Buchenweg 17, 24145 Kiel
10.0695 54.35304 74 14 14 Weiden 1, 24107 Kiel
10.06602 54.27762 76 12 12 Osterberg 27, 24113 Molfsee
10.13235 54.28712 91 7 7 Kieler Weg 166, 24145 Kiel
10.14367 54.33087 85 3 3 Michaelisstr. 5, 24105 Kiel
10.0553 54.30228 79 10 10 Rendsburger Landstr. 454, 24111 Kiel
10.07463 54.33651 79 9 9 Suchsdorfer Weg 1, 24119 Kronshagen
10.14696 54.29999 76 7 7 Konrad-Adenauer-Damm 8, 24143 Kiel
10.18904 54.33654 86 11 11 Nachtigalstr. 4, 24149 Kiel
10.12839 54.35376 91 8 8 Wesselburener Str. 2, 24106 Kiel
10.05293 54.31814 91 10 10 Osloring 1, 24109 Kiel
10.13055 54.35894 75 7 7 Holtenauer Str. 360, 24106 Kiel
10.19466 54.2938 75 12 12 Hahnbusch 29, 24146 Kiel
10.03192 54.31622 82 10 10 Rothenberg 13, 24109 Melsdorf
10.13763 54.2835 90 7 7 Steinjörgen 7, 24145 Kiel
10.12256 54.36034 86 10 10 Flensburger Str. 89, 24106 Kiel
10.14196 54.32667 79 1 1 Lorentzendamm 6, 24103 Kiel
10.11861 54.33322 80 4 4 Klotzstr. 18, 24118 Kiel
10.14582 54.31581 87 6 6 Raaschstr. 2, 24143 Kiel
10.09717 54.31876 82 5 5 Diekweg 11, 24114 Kiel
10.14331 54.31079 91 4 4 Karlstal 26, 24143 Kiel
10.12091 54.30287 85 4 4 Krusenrotter Weg 40, 24113 Kiel
10.11125 54.34318 92 8 8 Olshausenstr. 70, 24118 Kiel
10.02586 54.314 85 10 10 Birkenweg 2, 24109 Melsdorf
10.10295 54.36348 77 11 11 Am Tannenberg 75, 24106 Kiel
10.18165 54.33009 79 11 11 Grenzstr. 17, 24149 Kiel
10.13043 54.37167 86 11 11 Gravensteiner Str. 32, 24159 Kiel
10.07967 54.35865 82 10 10 Amrumring 1, 24107 Kiel
10.12284 54.34288 83 5 5 Einsteinstr. 1, 24118 Kiel
10.17826 54.27024 79 12 12 Petersilienweg 8, 24145 Kiel
10.06801 54.31224 88 9 9 Russeer Weg 110, 24109 Kiel
10.1236 54.31732 88 2 2 Kirchhofallee 38, 24114 Kiel
10.14759 54.31338 90 5 5 Elisabethstr. 42, 24143 Kiel
10.11066 54.36033 82 9 9 Am Tannenberg 1, 24106 Kiel
10.10445 54.34874 90 7 7 Olshausenstr. 97, 24106 Kiel
10.12547 54.28308 81 8 8 Grönhorst 1, 24145 Kiel
10.13364 54.32873 91 1 1 Holtenauer Str. 1, 24103 Kiel
10.07877 54.33782 91 9 9 Suchsdorfer Weg 20, 24119 Kronshagen
10.09452 54.34772 75 7 7 Eckernförder Str. 333, 24107 Kiel
10.13312 54.28894 87 5 5 Barkauer Str. 2, 24145 Kiel
10.06093 54.31706 90 10 10 Hofholzallee 252, 24109 Kiel
10.15557 54.33915 86 4 4 Düsternbrooker Weg 120, 24105 Kiel
10.14082 54.29474 80 8 8 Sieversdiek 118, 24145 Kiel
10.13619 54.30391 80 5 5 Bahnhofstr. 14, 24143 Kiel
10.09922 54.33891 75 6 6 Schreberweg 1, 24119 Kronshagen
10.12726 54.38902 75 13 13 Königsberger Str. 23, 24161 Altenholz
10.13071 54.30354 81 4 4 Ratzeburger Str. 1, 24113 Kiel
10.07409 54.32693 79 9 9 Platanenring 1, 24119 Kronshagen
10.07171 54.36411 80 12 12 Alte Chaussee 22, 24107 Kiel
10.11775 54.40117 79 15 15 Am Dehnberg 1, 24161 Altenholz
10.15479 54.39497 77 16 16 Wagnerring 82, 24159 Kiel
10.12626 54.40251 86 16 16 Ebereschenweg 3, 24161 Altenholz
10.08678 54.29191 80 9 9 Hammerbusch 65, 24113 Kiel
10.13667 54.34696 86 5 5 Düvelsbeker Weg 27, 24105 Kiel
10.18805 54.40286 83 17 17 Falkenhorst 11, 24159 Kiel
10.06629 54.31424 80 9 9 Rothenhofer Weg 19, 24109 Kiel
10.12976 54.317 74 1 1 Hopfenstr. 47, 24103 Kiel
10.13335 54.35296 85 6 6 Homannstr. 13, 24106 Kiel
10.14741 54.30684 87 5 5 Preetzer Str. 51, 24143 Kiel
10.14301 54.34295 80 5 5 Bülowstr. 4, 24105 Kiel
10.07275 54.28245 85 11 11 Mielkendorfer Weg 19, 24113 Molfsee
10.13744 54.28085 88 8 8 Barkauer Str. 64, 24145 Kiel
10.17607 54.39128 85 15 15 Christianspries 5, 24159 Kiel
10.11941 54.30228 80 4 4 Krusenrotter Weg 61, 24113 Kiel
10.17858 54.29618 76 9 9 Preetzer Chaussee 152, 24146 Kiel
10.07007 54.27457 76 12 12 Captain-Thiessen-Weg 37, 24113 Molfsee
10.18075 54.29808 77 9 9 Innsbrucker Allee 2, 24147 Kiel
10.08856 54.34415 85 8 8 Albert-Einstein-Str. 21, 24119 Kronshagen
10.12206 54.33205 85 3 3 Westring 327, 24118 Kiel
10.10425 54.40664 82 17 17 Kubitzberg 2, 24161 Altenholz
10.10957 54.34504 87 6 6 Leibnizstr. 4, 24118 Kiel
10.12826 54.39863 80 15 15 Rönkoppel 10, 24161 Altenholz
10.07406 54.3254 77 8 8 Am Forsthaus Wittland 27, 24109 Kiel
10.15766 54.29218 91 8 8 Segeberger Landstr. 45, 24145 Kiel
10.13267 54.35642 85 7 7 Wiker Str. 40, 24106 Kiel
10.12538 54.28205 80 8 8 Lütt Steenbusch 2, 24145 Kiel
10.17977 54.39034 79 17 17 Falckensteiner Str. 2, 24159 Kiel
10.12938 54.33421 86 3 3 Knooper Weg 140, 24118 Kiel
10.19639 54.2858 82 13 13 Reichenhaller Str. 47, 24146 Kiel
10.03244 54.31418 76 9 9 Rotenhofer Weg 10, 24109 Melsdorf
10.11561 54.31731 91 3 3 Schützenwall 47, 24114 Kiel
10.13311 54.33818 82 3 3 Knooper Weg 185, 24118 Kiel
10.06885 54.28982 76 12 12 Am Voßberg 16, 24113 Kiel
10.18627 54.33204 79 11 11 Tiefe Allee 37, 24149 Kiel
10.07469 54.3592 76 11 11 Olandwinkel 1, 24107 Kiel
10.13637 54.37211 76 11 11 Richthofenstr. 53, 24159 Kiel
10.18075 54.29808 82 9 9 Innsbrucker Allee 2, 24147 Kiel
10.15497 54.40274 79 16 16 Friedrichsruher Weg 233, 24159 Kiel
10.07592 54.34965 91 10 10 Wetterbek 32, 24107 Kiel
10.11754 54.31519 83 3 3 Lutherstr. 4, 24114 Kiel
10.12732 54.33232 81 3 3 Saldernstr. 2, 24118 Kiel
10.10437 54.30946 80 5 5 Saarbrückenstr. 142, 24113 Kiel
10.12604 54.28456 77 8 8 Koppelsoll 1, 24145 Kiel
10.14255 54.31093 88 4 4 Karlstal 18, 24143 Kiel
10.08393 54.31069 77 8 8 Aubrook 50, 24113 Kiel
10.05717 54.3006 74 10 10 Ihlkatenweg 3, 24111 Kiel
10.1225 54.40904 75 16 16 Freesenberg 78, 24161 Altenholz
10.13431 54.32792 92 1 1 Bergstr. 20, 24103 Kiel
10.11686 54.33915 76 5 5 Grasweg 43, 24118 Kiel
10.17738 54.39246 91 16 16 Möhrkestr. 11, 24159 Kiel
10.17629 54.41272 90 19 19 Pamirstr. 23, 24159 Kiel
10.1915 54.33254 88 11 11 Poggendörper Weg 1, 24149 Kiel
10.16099 54.39911 86 18 18 Wilhelm-Lobsien-Weg 4, 24159 Kiel
10.13406 54.28566 91 6 6 Poppenkamp 2, 24145 Kiel
10.05085 54.32925 83 12 12 Helsinkistr. 77, 24109 Kiel
10.14485 54.32529 90 1 1 Ostseekai 1, 24103 Kiel
10.08152 54.3601 82 11 11 Buernkrog 4, 24107 Kiel
10.19247 54.33053 81 11 11 Steinkamp 28, 24149 Kiel
10.11414 54.32514 74 4 4 Westring 244, 24116 Kiel
10.05593 54.34134 79 11 11 Kiewittsholm 1, 24107 Ottendorf
10.13668 54.31882 75 0 0 Bollhörnkai 1, 24103 Kiel
10.0826 54.33443 80 7 7 Sandkoppel 23, 24119 Kronshagen
10.18404 54.30463 75 10 10 Gerstenkamp 45, 24147 Kiel
10.17489 54.41812 85 18 18 Funkstellenweg 36, 24159 Kiel
10.11932 54.39409 81 15 15 Dreiangel 43, 24161 Altenholz
10.03508 54.31679 76 10 10 Kieler Weg 5, 24109 Melsdorf
10.05484 54.32628 86 12 12 Stockholmstr. 9, 24109 Kiel
10.13844 54.29881 80 5 5 Diedrichstr. 31, 24143 Kiel
10.1543 54.37148 79 14 14 Strandstr. 2, 24159 Kiel
10.13064 54.33574 92 3 3 Waitzstr. 68, 24105 Kiel
10.07593 54.33507 87 11 11 Zu den Eichen 2, 24119 Kronshagen
10.13662 54.38764 92 12 12 Allensteiner Weg 17, 24161 Altenholz
9.99529 54.34124 86 17 17 Toweddern 25, 24107 Quarnbek
10.06607 54.30169 75 10 10 Rendsburger Landstr. 392, 24111 Kiel
10.14924 54.26415 74 9 9 Steindamm 135, 24145 Kiel
10.12934 54.36961 81 11 11 Gravensteiner Str. 117, 24159 Kiel
10.15075 54.31138 76 5 5 Gustav-Schatz-Hof 16, 24143 Kiel
10.13311 54.38609 82 12 12 Stifter Allee 21, 24161 Altenholz
10.14124 54.32365 87 1 1 Schloß-Str. 2, 24103 Kiel
10.06864 54.27709 85 12 12 Holm 7, 24113 Molfsee
10.14992 54.30574 79 5 5 Greifstr. 11, 24143 Kiel
10.12868 54.35844 79 7 7 Hohenrade 7, 24106 Kiel
10.09967 54.35183 83 8 8 Klausbrooker Weg 78, 24107 Kiel
10.12858 54.37027 83 12 12 Geheimrat-Schultz-Weg 10, 24159 Kiel
10.14822 54.3112 79 5 5 Kaiserstr. 41, 24143 Kiel
10.17931 54.33219 76 12 12 Schwentinestr. 22, 24149 Kiel
10.12055 54.40172 88 16 16 Linden-Allee 20, 24161 Altenholz
10.17542 54.26609 77 12 12 Am Teich 5, 24145 Kiel
10.06532 54.27856 87 12 12 Wollbergsredder 20, 24113 Molfsee
10.13218 54.32793 79 1 1 Wilhelminenstr. 12, 24103 Kiel
10.06549 54.31403 86 9 9 Heitholmer Weg 9, 24109 Kiel
10.17769 54.31327 74 9 9 Selenter Str. 17, 24148 Kiel
10.06282 54.26449 77 12 12 Schulberg 2, 24113 Molfsee
10.11928 54.31506 86 3 3 Jeßstr. 18, 24114 Kiel
10.14279 54.30282 82 5 5 Lensahner Str. 11, 24143 Kiel
10.11553 54.33009 75 4 4 Eckernförder Str. 111, 24116 Kiel
10.08727 54.29547 79 9 9 Speckenbeker Weg 112, 24113 Kiel
10.07463 54.33651 85 9 9 Suchsdorfer Weg 1, 24119 Kronshagen
10.07264 54.31382 81 9 9 Am Lindenhof 6, 24109 Kiel
10.14209 54.32426 75 1 1 Burgstr. 2, 24103 Kiel
10.09279 54.3316 80 7 7 Hufenkamp 23, 24119 Kronshagen
10.05319 54.33273 86 12 12 Lofotenweg 99, 24109 Kiel
10.17874 54.39377 87 16 16 Falckensteiner Str. 27, 24159 Kiel
10.20495 54.27725 76 16 16 Zeppelinring 141, 24146 Kiel
10.0734 54.30187 77 10 10 Erlenhorst 18, 24111 Kiel
10.14126 54.30874 90 5 5 Mühlenstr. 12, 24143 Kiel
10.11883 54.32516 75 3 3 Weißenburgstr. 4, 24116 Kiel
10.12764 54.31824 83 2 2 Weberstr. 8, 24103 Kiel
10.08474 54.34664 91 10 10 Siedlung Fernblick 1, 24107 Kiel
10.13771 54.33516 76 3 3 Adolfstr. 38, 24105 Kiel
10.074 54.36141 86 11 11 Nordseestr. 30, 24107 Kiel
10.17546 54.29412 74 10 10 Dornbusch 21, 24146 Kiel
10.13458 54.3833 86 12 12 Stralsunder Weg 3, 24161 Altenholz
10.10444 54.34947 82 7 7 Meyerhofstr. 1, 24106 Kiel
10.04157 54.33977 92 12 12 Rammskrug 8, 24107 Ottendorf
10.13132 54.33561 88 3 3 Waitzstr. 62, 24105 Kiel
10.07387 54.36114 88 11 11 Nordseestr. 7, 24107 Kiel
10.15985 54.29215 83 8 8 Segeberger Landstr. 61, 24145 Kiel
10.15728 54.40363 80 15 15 Dorf 18, 24159 Kiel
10.17225 54.42217 79 18 18 Langenfelde 26, 24159 Kiel
10.13368 54.34011 80 3 3 Holtenauer Str. 160, 24105 Kiel
10.1651 54.27683 82 10 10 Clara-Immerwahr-Str. 7, 24145 Kiel
10.08674 54.31965 85 7 7 Hofholzallee 44, 24109 Kiel
10.12376 54.40083 92 15 15 Linden-Allee 84, 24161 Altenholz
10.17326 54.41389 80 18 18 Graf-Luckner-Str. 18, 24159 Kiel
10.07514 54.32805 86 10 10 Lärchengrund 1, 24119 Kronshagen
10.15899 54.28779 88 10 10 Bonhoeffer-Weg 2, 24145 Kiel
10.13967 54.31233 74 4 4 Werftstr. 200, 24143 Kiel
10.16331 54.31532 85 7 7 Klosterstr. 16, 24148 Kiel
10.0955 54.3497 91 8 8 Grenzweg 22, 24119 Kronshagen
10.0922 54.2968 76 8 8 Speckenbeker Weg 148, 24113 Kiel
10.05197 54.324 85 10 10 Sibeliusweg 1, 24109 Kiel
10.18949 54.26804 75 13 13 Zur Wilsau 1, 24145 Kiel
10.15497 54.40274 87 16 16 Friedrichsruher Weg 233, 24159 Kiel
10.14332 54.33306 77 3 3 Niemannsweg 11, 24105 Kiel
10.17691 54.30465 83 9 9 Ellerbeker Weg 98, 24147 Kiel
10.11319 54.28135 82 10 10 Anemonenweg 23, 24145 Kiel
10.19221 54.27929 80 14 14 Geranienweg 11, 24146 Kiel
10.13311 54.38609 80 12 12 Stifter Allee 21, 24161 Altenholz
10.11099 54.3018 82 6 6 Fröbelstr. 49, 24113 Kiel
10.07598 54.32914 75 8 8 Alte Gärtnerei 7, 24119 Kronshagen
10.18773 54.33111 79 11 11 Quittenstr. 3, 24149 Kiel
10.03958 54.32962 79 12 12 Hochrott 2, 24107 Quarnbek
10.04157 54.33977 83 12 12 Rammskrug 8, 24107 Ottendorf
10.14125 54.31041 85 4 4 Wilhelmstr. 2, 24143 Kiel
10.07437 54.33753 86 9 9 Helene-Lange-Weg 4, 24119 Kronshagen
10.16365 54.31401 81 7 7 Ostring 251, 24148 Kiel
10.12885 54.31983 87 2 2 Wichmannstr. 8, 24103 Kiel
10.17296 54.42106 86 18 18 Langenfelde 34, 24159 Kiel
10.18038 54.40005 85 18 18 Grüffkamp 100, 24159 Kiel
10.12503 54.3321 79 2 2 Hansastr. 4, 24118 Kiel
10.07307 54.35303 87 13 13 Steinberg 44, 24107 Kiel
10.12576 54.35792 79 8 8 Lügumklosterstr. 3, 24106 Kiel
10.12441 54.396 75 14 14 Klintenberg 28, 24161 Altenholz
10.00327 54.34928 87 17 17 Rajensdorfer Weg 4, 24107 Quarnbek
10.16671 54.28633 90 10 10 Kirchenberg 12, 24145 Kiel
10.0695 54.35304 75 14 14 Weiden 1, 24107 Kiel
10.08623 54.35383 87 9 9 Ellerkrug 6, 24107 Kiel
10.08696 54.29655 90 9 9 Seekoppelweg 20, 24113 Kiel
10.12862 54.31902 83 1 1 Prüne 2, 24103 Kiel
10.12759 54.37006 75 12 12 Geheimrat-Schultz-Weg 20, 24159 Kiel
10.14634 54.28387 75 8 8 Hopfenlandsberg 63, 24145 Kiel
10.08467 54.33022 91 7 7 Bürgermeister-Drews-Str. 18, 24119 Kronshagen
9.972 54.32359 92 15 15 Schüttenredder 1, 24107 Quarnbek
10.09131 54.29872 75 8 8 Speckenbeker Weg 152, 24113 Kiel
10.1644 54.39931 76 16 16 Otto-Ernst-Weg 2, 24159 Kiel
10.07232 54.33579 91 8 8 Ottendorfer Weg 2, 24119 Kronshagen
10.14886 54.33466 91 3 3 Reventlouallee 3, 24105 Kiel
10.03337 54.31614 77 10 10 Rothenberg 4, 24109 Melsdorf
10.05331 54.26798 81 14 14 Poggenkrugsweg 28, 24113 Molfsee
10.07291 54.3267 80 9 9 Platanenring 41, 24119 Kronshagen
10.13067 54.36007 82 8 8 Holtenauer Str. 364, 24106 Kiel
10.06996 54.3047 77 13 13 Am Blöcken 72, 24111 Kiel
10.17248 54.27129 90 11 11 Zum Forst 7, 24145 Kiel
10.12148 54.39609 79 14 14 Buschberg 2, 24161 Altenholz
10.13318 54.30637 75 3 3 Bahnhofstr. 29, 24143 Kiel
10.0647 54.31487 77 11 11 Stamper Weg 1, 24109 Kiel
10.1989 54.28537 75 12 12 Sonthofener Str. 2, 24146 Kiel
