1501
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.06738 54.30486 59 11 11 Klosterkamp 6, 24111 Kiel
10.18598 54.31518 52 9 9 Klausdorfer Weg 190, 24148 Kiel
10.13208 54.37303 52 10 10 Gravensteiner Str. 19, 24159 Kiel
10.06597 54.31505 60 9 9 Rothenhofer Weg 3, 24109 Kiel
10.15583 54.37275 52 14 14 Strandstr. 24, 24159 Kiel
10.18009 54.317 59 9 9 Julius-Brecht-Str. 52, 24148 Kiel
10.10617 54.31042 62 6 6 Saarbrückenstr. 112, 24114 Kiel
10.14711 54.28298 59 8 8 Braunstr. 36, 24145 Kiel
10.07654 54.33672 61 9 9 Suchsdorfer Weg 14, 24119 Kronshagen
10.13215 54.33078 64 2 2 Holtenauer Str. 20, 24105 Kiel
10.06915 54.30374 60 11 11 Reinickendorfer Str. 33, 24111 Kiel
10.12551 54.3117 63 2 2 Königsweg 76, 24114 Kiel
10.14176 54.32172 56 0 0 Schuhmacherstr. 37, 24103 Kiel
10.13008 54.38167 57 13 13 Danziger Str. 30, 24161 Altenholz
10.11038 54.35796 63 9 9 Charles-Roß-Ring 118, 24106 Kiel
10.1655 54.3995 62 16 16 Wilhelm-Raabe-Weg 2, 24159 Kiel
10.15834 54.38571 63 13 13 Kokenhörst 22, 24159 Kiel
10.21494 54.32034 64 13 13 Kiebitzbek 5, 24149 Kiel
10.18768 54.2947 62 9 9 Hultschiner Str. 1, 24146 Kiel
10.0955 54.3497 60 8 8 Grenzweg 22, 24119 Kronshagen
10.0904 54.32961 52 6 6 Kieler Str. 22, 24119 Kronshagen
10.09278 54.29604 62 9 9 Speckenbeker Weg 140, 24113 Kiel
10.13983 54.32381 64 1 1 Falckstr. 2, 24103 Kiel
10.14992 54.30574 63 5 5 Greifstr. 11, 24143 Kiel
10.13019 54.32432 54 1 1 Fleethörn 32, 24103 Kiel
10.06434 54.26423 61 12 12 Schulstr. 4, 24113 Molfsee
10.14001 54.28082 64 8 8 Hopfenlandsberg 11, 24145 Kiel
10.14873 54.31172 62 6 6 Kaiserstr. 37, 24143 Kiel
10.15277 54.40018 62 14 14 Hohenleuchte 2, 24159 Kiel
10.13677 54.37344 58 11 11 Lilienthalstr. 10, 24159 Kiel
10.11344 54.29882 64 7 7 Pappel-Weg 1, 24113 Kiel
10.15262 54.31177 54 7 7 Gustav-Schatz-Hof 11, 24143 Kiel
10.07009 54.31594 55 8 8 Liethweg 1, 24109 Kiel
10.18221 54.28869 62 10 10 Elmschenhagener Allee 43, 24146 Kiel
10.07144 54.36086 56 11 11 Nordseestr. 102, 24107 Kiel
10.16887 54.42627 59 19 19 Starweg 2, 24159 Kiel
10.08191 54.33164 64 7 7 Kieler Str. 90, 24119 Kronshagen
10.19562 54.28695 64 13 13 Innweg 2, 24146 Kiel
10.08304 54.33568 52 8 8 Meddagskamp 31, 24119 Kronshagen
10.13002 54.40036 63 15 15 Grevenkamp 1, 24161 Altenholz
10.1792 54.41508 56 19 19 Seekante 6, 24159 Kiel
10.14003 54.3631 63 11 11 Herthastr. 24, 24106 Kiel
10.19773 54.27731 57 14 14 Rohrsängerweg 30, 24146 Kiel
10.14952 54.29844 53 7 7 Segeberger Landstr. 2, 24145 Kiel
10.0542 54.30245 65 9 9 Rendsburger Landstr. 456, 24111 Kiel
10.12871 54.33964 53 5 5 Niebuhrstr. 6, 24118 Kiel
10.1749 54.31425 63 8 8 Schwanenseeplatz 7, 24148 Kiel
10.13476 54.35691 59 7 7 Adalbertstr. 4, 24106 Kiel
10.13781 54.34528 65 5 5 Scharnhorststr. 23, 24105 Kiel
10.13749 54.33774 52 4 4 Adolfplatz 1, 24105 Kiel
10.10837 54.36157 59 9 9 Wiesenweg 7, 24106 Kiel
10.13575 54.29123 60 6 6 Kirschenkamp 1, 24145 Kiel
10.17677 54.2919 56 9 9 Elmschenhagener Allee 1, 24146 Kiel
10.12274 54.3584 53 10 10 Knivsberg 14, 24106 Kiel
10.06836 54.30644 54 12 12 Hofkoppel 1, 24111 Kiel
10.07496 54.33829 61 9 9 Kurt-Tucholsky-Weg 1, 24119 Kronshagen
10.13685 54.30608 53 5 5 Zum Brook 4, 24143 Kiel
10.08009 54.30649 53 11 11 Spreeallee 133, 24111 Kiel
10.09931 54.34351 58 6 6 Eckernförder Str. 256, 24119 Kronshagen
10.13914 54.35472 57 8 8 Kiellinie 249, 24106 Kiel
10.10193 54.31938 59 4 4 Hasseldieksdammer Weg 165, 24116 Kiel
10.06666 54.3067 65 11 11 Klosterkamp 12, 24111 Kiel
10.19903 54.33314 61 13 13 Alfons-Huysmans-Ring 95, 24149 Kiel
10.11594 54.32615 55 4 4 Spichernstr. 10, 24116 Kiel
10.15219 54.33565 65 4 4 Düsternbrooker Weg 82, 24105 Kiel
10.06278 54.32097 58 11 11 Gotlandwinkel 2, 24109 Kiel
9.98914 54.34176 59 17 17 Sturenberg 23, 24107 Quarnbek
10.17817 54.30728 59 10 10 Ellerbeker Weg 120, 24148 Kiel
10.05128 54.33014 52 12 12 Helsinkistr. 200, 24109 Kiel
10.1015 54.34419 55 8 8 Teichhörn 25, 24119 Kronshagen
10.17007 54.31155 63 8 8 Federmannstr. 14, 24148 Kiel
10.15377 54.39563 64 16 16 Wagnerring 52, 24159 Kiel
10.0447 54.31833 63 10 10 Aarhusstr. 14, 24109 Kiel
10.17903 54.31618 64 9 9 Julius-Brecht-Str. 34, 24148 Kiel
10.08402 54.33527 56 9 9 Sandkoppel 51, 24119 Kronshagen
10.04901 54.3406 55 11 11 Dorfstr. 36, 24107 Ottendorf
10.13265 54.34139 57 4 4 Esmarchstr. 76, 24118 Kiel
10.14878 54.30784 62 5 5 Kirchenweg 53, 24143 Kiel
10.12816 54.36917 63 11 11 Friedrich-Voß-Ufer 4, 24159 Kiel
10.08939 54.34427 52 8 8 Albert-Einstein-Str. 1, 24119 Kronshagen
10.18063 54.33005 62 11 11 Grenzstr. 12, 24149 Kiel
10.11331 54.33285 58 4 4 Gutenbergstr. 84, 24118 Kiel
10.21067 54.32403 63 13 13 Oppendorfer Weg 26, 24149 Kiel
10.08551 54.33646 62 8 8 Sünnopgangsweg 17, 24119 Kronshagen
10.17944 54.31219 63 10 10 Fargauweg 4, 24148 Kiel
10.15914 54.39427 55 16 16 Beethovenweg 65, 24159 Kiel
10.06392 54.3171 63 10 10 Hofholzallee 225, 24109 Kiel
10.06143 54.31706 53 9 9 Hofholzallee 246, 24109 Kiel
10.12554 54.40141 59 15 15 Linden-Allee 114, 24161 Altenholz
10.12546 54.32077 59 2 2 Adelheidstr. 26, 24103 Kiel
10.02692 54.35462 58 17 17 Reimershofer Weg 15, 24107 Quarnbek
10.12886 54.32883 61 2 2 Mittelstr. 21, 24103 Kiel
10.1662 54.4215 58 18 18 Schaapkoppel 5, 24159 Kiel
10.20173 54.335 60 13 13 Ristblick 1, 24149 Kiel
10.11648 54.30488 55 4 4 Hamburger Chaussee 78, 24113 Kiel
10.07866 54.35086 57 10 10 Holmredder 40, 24107 Kiel
10.06664 54.31626 53 9 9 Russeer Weg 134, 24109 Kiel
10.0719 54.27437 53 12 12 Moorkoppel 6, 24113 Molfsee
10.08182 54.3586 53 9 9 Eckernförder Str. 437, 24107 Kiel
10.13675 54.28555 58 7 7 Sösslingspott 19, 24145 Kiel
10.13663 54.35761 59 8 8 Heiligendammer Str. 15, 24106 Kiel
10.0281 54.35482 56 16 16 Reimershof 21, 24107 Quarnbek
10.2041 54.31895 58 12 12 Wehdenweg 137, 24148 Kiel
10.11686 54.33915 60 5 5 Grasweg 43, 24118 Kiel
10.06975 54.28954 53 12 12 Am Voßberg 12, 24113 Kiel
10.15017 54.36942 59 13 13 Kanalstr. 55, 24159 Kiel
10.09851 54.34655 62 7 7 Siedlung Lebensfreude 24, 24119 Kronshagen
10.11858 54.40559 56 16 16 Moorredder 21, 24161 Altenholz
10.08688 54.35568 62 9 9 Birkenweg 2, 24107 Kiel
10.12383 54.32545 64 3 3 Sternstr. 3, 24103 Kiel
10.1265 54.29861 56 6 6 Spolertstr. 16, 24113 Kiel
10.07307 54.35303 55 13 13 Steinberg 44, 24107 Kiel
10.14952 54.33605 55 3 3 Luisenweg 12, 24105 Kiel
10.10479 54.36176 57 10 10 Am Tannenberg 47, 24106 Kiel
10.08306 54.29998 59 8 8 Rendsburger Landstr. 304, 24111 Kiel
10.01807 54.34267 53 15 15 Reimershofer Weg 12, 24107 Quarnbek
10.1207 54.35374 53 7 7 Projensdorfer Str. 118, 24106 Kiel
10.14146 54.37247 64 12 12 Richthofenstr. 16, 24159 Kiel
10.08545 54.29144 57 9 9 Speckenbeker Weg 56, 24113 Kiel
10.12076 54.34263 61 5 5 Lichtestr. 2, 24118 Kiel
9.99091 54.34171 59 17 17 Möhlenbarg 8, 24107 Quarnbek
9.97368 54.34176 58 18 18 Holm 3, 24107 Quarnbek
10.02957 54.3193 64 10 10 Köhlerkoppel 21, 24109 Melsdorf
10.07524 54.30043 57 9 9 Rendsburger Landstr. 339, 24111 Kiel
10.10201 54.37739 62 15 15 Knooper Dorfstr. 2, 24161 Altenholz
10.14022 54.32157 53 0 0 Wall 30, 24103 Kiel
10.15488 54.33537 58 4 4 Kiellinie 100, 24105 Kiel
10.13437 54.33399 54 3 3 Lornsenstr. 52, 24105 Kiel
10.14179 54.28093 60 8 8 Reesenberg 57, 24145 Kiel
10.13974 54.34329 64 5 5 Feldstr. 132, 24105 Kiel
10.03921 54.34007 52 13 13 Clemensstücken 1, 24107 Ottendorf
10.17697 54.31958 55 8 8 Klausdorfer Weg 102, 24148 Kiel
10.13228 54.33739 61 3 3 Knooper Weg 169, 24118 Kiel
10.12031 54.40474 57 16 16 Moorredder 17, 24161 Altenholz
10.13843 54.38744 59 12 12 Dänischenhagener Str. 32, 24161 Altenholz
10.11282 54.32525 58 3 3 Kronshagener Weg 56, 24116 Kiel
10.18809 54.32642 65 10 10 Wehdenweg 1, 24148 Kiel
10.14952 54.33605 53 3 3 Luisenweg 12, 24105 Kiel
10.07286 54.30528 59 11 11 Spandauer Weg 6, 24111 Kiel
10.16734 54.31108 55 8 8 Federmannstr. 42, 24148 Kiel
10.13094 54.39927 58 15 15 Ohlandbogen 57, 24161 Altenholz
10.14628 54.33403 59 3 3 Hohenbergstr. 2, 24105 Kiel
10.13359 54.33719 56 3 3 Holtenauer Str. 116, 24105 Kiel
10.11645 54.32109 60 3 3 Harmsstr. 124, 24114 Kiel
10.19682 54.28599 55 13 13 Schwalbensteg 1, 24146 Kiel
10.1662 54.4215 54 18 18 Schaapkoppel 5, 24159 Kiel
10.12998 54.36614 58 9 9 Uferstr. 48, 24106 Kiel
10.10117 54.29413 52 6 6 Hamburger Chaussee 244, 24113 Kiel
10.10654 54.35521 53 9 9 Steenbeker Weg 52, 24106 Kiel
10.13055 54.35894 54 7 7 Holtenauer Str. 360, 24106 Kiel
10.20744 54.32307 54 13 13 Spitzenkamp 9, 24149 Kiel
10.11666 54.39749 54 14 14 Klausdorfer Str. 62, 24161 Altenholz
10.08255 54.34834 61 9 9 Holmredder 146, 24107 Kiel
9.97064 54.32562 56 15 15 Küsterkoppel 1, 24107 Quarnbek
10.10969 54.35729 63 9 9 Wolperdingstr. 1, 24106 Kiel
10.13184 54.28842 52 6 6 Kieler Weg 179, 24145 Kiel
10.1429 54.30471 58 5 5 Hofstr. 38, 24143 Kiel
10.07892 54.36369 52 11 11 Wolliner Weg 19, 24107 Kiel
10.04964 54.32779 63 12 12 Turkuring 37, 24109 Kiel
10.16823 54.39635 52 16 16 Gudegastkoppel 13, 24159 Kiel
10.06701 54.30199 53 10 10 Russeer Weg 2, 24111 Kiel
10.09767 54.31929 59 5 5 Diekweg 3, 24114 Kiel
10.15825 54.29169 60 9 9 Sportplatzweg 1, 24145 Kiel
10.17107 54.39751 63 17 17 Friedrichsorter Str. 19, 24159 Kiel
10.1196 54.32218 63 3 3 Hasseldieksdammer Weg 1, 24116 Kiel
10.13329 54.38162 52 13 13 Breslauer Str. 23, 24161 Altenholz
10.19003 54.28702 59 11 11 Lechweg 59, 24146 Kiel
10.11396 54.2816 64 9 9 Freesienfeld 5, 24145 Kiel
10.18836 54.29875 63 9 9 Klagenfurter Weg 119, 24147 Kiel
10.12831 54.33009 52 2 2 Knooper Weg 99, 24116 Kiel
9.99157 54.34379 53 17 17 Am Fährberg 14, 24107 Quarnbek
10.12575 54.3086 65 3 3 Alte Lübecker Chaussee 1, 24114 Kiel
10.16579 54.3141 55 7 7 Grabastr. 55, 24148 Kiel
10.12918 54.33587 53 3 3 Waitzstr. 72, 24118 Kiel
10.15755 54.31117 55 7 7 Pickertstr. 36, 24143 Kiel
10.19764 54.32989 52 10 10 Schönkirchener Str. 67, 24149 Kiel
10.13103 54.33628 53 3 3 Knooper Weg 157, 24118 Kiel
10.11516 54.32816 55 4 4 Uhlandstr. 2, 24116 Kiel
10.09608 54.30385 53 7 7 Hasseer Str. 71, 24113 Kiel
10.15684 54.39101 60 16 16 Buschblick 4, 24159 Kiel
10.0611 54.291 59 13 13 Eiderbrook 114, 24113 Kiel
10.18783 54.3383 57 12 12 Helenenstr. 5, 24149 Kiel
10.05164 54.31263 52 11 11 Korsörweg 29, 24109 Kiel
10.16584 54.39734 59 16 16 Redinskamp 9, 24159 Kiel
10.06283 54.31874 61 9 9 Voßhörn 1, 24109 Kiel
10.1337 54.31825 63 1 1 Stresemannplatz 1, 24103 Kiel
10.1589 54.39533 59 15 15 Beethovenweg 13, 24159 Kiel
10.12229 54.30481 56 4 4 Krusenrotter Weg 20, 24113 Kiel
10.06392 54.26189 58 12 12 Hamburger Chaussee 14, 24113 Molfsee
10.11982 54.31905 59 2 2 Deliusstr. 27, 24114 Kiel
10.10773 54.32209 52 4 4 Virchowstr. 32, 24116 Kiel
10.17016 54.39387 64 17 17 Prieser Höhe 1, 24159 Kiel
10.08869 54.32057 55 6 6 Rudolf-Steiner-Weg 1, 24109 Kiel
10.15071 54.33984 59 6 6 Niemannsweg 105, 24105 Kiel
10.17888 54.27066 53 12 12 Petersilienweg 23, 24145 Kiel
10.1445 54.3738 64 13 13 Hayßenstr. 18, 24159 Kiel
10.13871 54.30951 63 4 4 Werftstr. 231, 24143 Kiel
10.16584 54.41788 58 18 18 Schilkseer Str. 136, 24159 Kiel
10.18614 54.3322 62 11 11 Boksberg 17, 24149 Kiel
10.02944 54.31442 54 10 10 Am Dörpsdiek 59, 24109 Melsdorf
10.14223 54.3069 59 5 5 Bielenbergstr. 53, 24143 Kiel
10.03384 54.31686 59 10 10 Am Dom 23, 24109 Melsdorf
10.17465 54.41937 54 18 18 Gaffelweg 11, 24159 Kiel
10.05959 54.31461 52 10 10 Emkendorfer Weg 1, 24109 Kiel
10.10171 54.31299 52 7 7 Mühlendamm 3, 24113 Kiel
10.11025 54.34916 55 8 8 Bremerskamp 91, 24106 Kiel
10.11261 54.32117 64 3 3 Hasseldieksdammer Weg 41, 24116 Kiel
10.06897 54.30683 59 10 10 Russeer Weg 59, 24111 Kiel
10.18544 54.33904 52 12 12 Hertzstr. 100, 24149 Kiel
10.05085 54.32925 62 12 12 Helsinkistr. 77, 24109 Kiel
10.14732 54.32816 63 2 2 Kiellinie 9, 24105 Kiel
10.17546 54.29412 54 10 10 Dornbusch 21, 24146 Kiel
10.07101 54.29276 63 13 13 Wiepenkrog 54, 24113 Kiel
10.14182 54.3018 54 6 6 Theodor-Heuss-Ring 136, 24143 Kiel
10.12099 54.30428 57 4 4 Theodor-Heuss-Ring 60, 24113 Kiel
10.06965 54.35195 61 11 11 Bauernfeld 38, 24107 Kiel
10.06594 54.31789 58 9 9 Russeer Weg 144, 24109 Kiel
10.04592 54.31773 53 11 11 Aarhusstr. 1, 24109 Kiel
10.09359 54.41272 53 18 18 Kubitzberg 11, 24161 Altenholz
10.07515 54.36586 65 12 12 Fehmarnwinkel 39, 24107 Kiel
10.11099 54.3018 58 6 6 Fröbelstr. 49, 24113 Kiel
10.13467 54.38102 54 10 10 Boelckestr. 85, 24159 Altenholz
10.06716 54.30092 57 10 10 Rendsburger Landstr. 386, 24111 Kiel
10.10955 54.36129 56 9 9 Wiesenweg 1, 24106 Kiel
10.1605 54.29307 52 9 9 Ostpreußenweg 2, 24145 Kiel
10.02111 54.34166 54 14 14 Gartenkamp 2, 24107 Quarnbek
10.10692 54.29975 60 5 5 Hamburger Chaussee 169, 24113 Kiel
10.06766 54.33813 61 9 9 Schoobrook 2, 24107 Ottendorf
10.19645 54.27704 52 14 14 Sprosserpfad 15, 24146 Kiel
10.14276 54.33427 56 3 3 Lornsenstr. 1, 24105 Kiel
10.06347 54.26414 54 12 12 Schulberg 2, 24113 Molfsee
10.07437 54.33753 60 9 9 Helene-Lange-Weg 4, 24119 Kronshagen
10.15145 54.31392 58 6 6 Kaiserstr. 14, 24143 Kiel
10.1274 54.31046 64 2 2 Marthastr. 1, 24114 Kiel
10.17545 54.31997 52 9 9 Klausdorfer Weg 77, 24148 Kiel
10.17107 54.39751 52 17 17 Friedrichsorter Str. 19, 24159 Kiel
10.14186 54.33807 55 4 4 Düppelstr. 57, 24105 Kiel
10.11662 54.32688 52 4 4 Westring 266, 24116 Kiel
10.17227 54.31732 58 9 9 Hangstr. 30, 24148 Kiel
10.11734 54.41574 58 16 16 Postkamp 1, 24161 Altenholz
10.07136 54.2638 65 12 12 Buschkoppel 15, 24113 Molfsee
10.10836 54.33619 64 5 5 Eckernförder Str. 180, 24118 Kiel
10.14359 54.28864 55 8 8 Kuhlacker 1, 24145 Kiel
10.12132 54.40427 60 16 16 Moorredder 3, 24161 Altenholz
10.12644 54.33153 59 2 2 Gutenbergstr. 6, 24118 Kiel
10.1905 54.29617 63 9 9 Preetzer Chaussee 234, 24146 Kiel
10.08418 54.28513 52 9 9 Eschenbrook 2, 24113 Molfsee
10.14082 54.32798 52 2 2 Brunswiker Str. 23, 24105 Kiel
10.17466 54.4189 54 18 18 Gaffelweg 14, 24159 Kiel
10.11982 54.31905 57 2 2 Deliusstr. 27, 24114 Kiel
10.14741 54.30684 57 5 5 Preetzer Str. 51, 24143 Kiel
10.18039 54.30549 60 10 10 Radebrook 13, 24147 Kiel
9.99284 54.34124 56 17 17 Mönkbergseck 16, 24107 Quarnbek
10.13001 54.34028 62 4 4 Stein-Str. 24, 24118 Kiel
10.06885 54.28982 61 12 12 Am Voßberg 16, 24113 Kiel
10.05737 54.30115 57 10 10 Ihlkatenweg 1, 24111 Kiel
10.07961 54.34972 53 10 10 Wetterbek 17, 24107 Kiel
10.09955 54.27761 62 9 9 Meimersdorfer Weg 165, 24145 Kiel
10.09888 54.39621 52 16 16 Gut Friedrichshof 1, 24161 Altenholz
10.07189 54.36347 63 11 11 Alte Chaussee 9, 24107 Kiel
10.04084 54.33947 59 13 13 Rammskrug 13, 24107 Ottendorf
10.1376 54.32218 54 0 0 Holstenstr. 28, 24103 Kiel
10.12421 54.32438 59 2 2 Jungfernstieg 20, 24103 Kiel
10.17826 54.27024 61 12 12 Petersilienweg 8, 24145 Kiel
10.20399 54.28868 59 13 13 Werdenfelser Str. 3, 24146 Kiel
10.02954 54.31604 54 9 9 Dorfstr. 40, 24109 Melsdorf
10.13609 54.38747 61 12 12 Allensteiner Weg 3, 24161 Altenholz
10.10319 54.27476 64 9 9 Meimersdorfer Weg 214, 24145 Kiel
10.13332 54.34994 54 6 6 Holtenauer Str. 270, 24106 Kiel
10.13086 54.39261 57 13 13 Altenholzer Str. 1, 24161 Altenholz
10.17889 54.30318 58 9 9 Felsenstr. 20, 24147 Kiel
10.07898 54.35214 58 10 10 Holmredder 21, 24107 Kiel
10.05806 54.30185 61 10 10 Rendsburger Landstr. 440, 24111 Kiel
10.17215 54.31009 60 8 8 Tröndelweg 1, 24148 Kiel
10.13478 54.38746 52 12 12 Elbinger Weg 4, 24161 Altenholz
10.12502 54.32626 59 2 2 Klopstockstr. 17, 24103 Kiel
10.06455 54.35204 64 11 11 Schwartenbeker Weg 39, 24107 Kiel
10.18684 54.33439 61 11 11 Lüderitzstr. 11, 24149 Kiel
10.07133 54.36032 61 11 11 Trischenweg 2, 24107 Kiel
10.139 54.32445 54 1 1 Klosterkirchhof 10, 24103 Kiel
10.17602 54.32335 53 9 9 Danziger Str. 14, 24148 Kiel
9.99568 54.34337 59 17 17 Spitzenrade 9, 24107 Quarnbek
10.13205 54.32616 59 1 1 Muhliusstr. 55, 24103 Kiel
10.11932 54.31327 59 3 3 Melanchthonstr. 21, 24114 Kiel
10.08008 54.28529 64 10 10 Kirchenweg 20, 24113 Molfsee
10.10851 54.29456 59 7 7 Petersburger Weg 56, 24113 Kiel
10.15658 54.37348 57 16 16 Strandstr. 30, 24159 Kiel
10.06962 54.35567 59 12 12 Langer Hof 32, 24107 Kiel
10.13227 54.29765 54 7 7 Karlsburger Feldweg 35, 24113 Kiel
10.05285 54.33064 60 11 11 Narvikstr. 130, 24109 Kiel
10.17613 54.26588 63 12 12 Am Teich 11, 24145 Kiel
10.16741 54.32304 58 8 8 Mathildenstr. 20, 24148 Kiel
10.17506 54.29201 52 9 9 Im Dorfe 4, 24146 Kiel
10.09452 54.34772 59 7 7 Eckernförder Str. 333, 24107 Kronshagen
10.12799 54.33698 64 4 4 Franckestr. 21, 24118 Kiel
10.16512 54.39348 61 15 15 Steenbarg 3, 24159 Kiel
10.20172 54.2793 57 14 14 Rönner Weg 75, 24146 Kiel
10.10215 54.27508 59 9 9 Meimersdorfer Weg 211, 24145 Kiel
10.13911 54.36504 52 12 12 Maklerstr. 2, 24159 Kiel
10.13321 54.33516 57 3 3 Holtenauer Str. 83, 24105 Kiel
10.10313 54.31076 52 6 6 Mettlachstr. 6, 24114 Kiel
10.06422 54.2663 53 13 13 Catharinenberg 34, 24113 Molfsee
10.16278 54.30523 64 6 6 Geschwister-Scholl-Str. 9, 24143 Kiel
10.17379 54.42302 62 19 19 Lummenstieg 12, 24159 Kiel
10.13872 54.27943 64 8 8 Barkauer Str. 113, 24145 Kiel
10.08595 54.33286 64 7 7 Hasselkamp 2, 24119 Kronshagen
10.12921 54.40412 65 16 16 Fliederweg 25, 24161 Altenholz
10.12921 54.40412 60 16 16 Fliederweg 25, 24161 Altenholz
10.08713 54.35288 62 8 8 Ellerkrug 1, 24107 Kiel
10.12189 54.28259 55 9 9 Lütt Steenbusch 23, 24145 Kiel
10.17968 54.32241 58 10 10 Radsredder 54, 24148 Kiel
9.99451 54.34129 57 17 17 Toweddern 19, 24107 Quarnbek
10.15486 54.28461 52 11 11 Wellseedamm 10, 24145 Kiel
10.14075 54.32759 62 2 2 Dahlmannstr. 2, 24103 Kiel
10.06933 54.35571 61 12 12 Langer Hof 7, 24107 Kiel
10.09665 54.34857 64 7 7 Grenzweg 2, 24119 Kronshagen
10.10119 54.35543 60 10 10 Anneliese-Pinn-Weg 1, 24106 Kiel
10.02932 54.31468 64 10 10 Am Dörpsdiek 61, 24109 Melsdorf
10.19247 54.33053 62 11 11 Steinkamp 28, 24149 Kiel
10.16868 54.3113 52 8 8 Federmannstr. 30, 24148 Kiel
10.13 54.34433 62 5 5 Kleiststr. 43, 24118 Kiel
10.1305 54.3497 53 6 6 Kappelner Str. 1, 24106 Kiel
10.17081 54.41341 62 18 18 Graf-Luckner-Str. 2, 24159 Kiel
10.1614 54.29015 59 9 9 Elisabeth-Gloeden-Ring 9, 24145 Kiel
9.98814 54.34189 58 17 17 Ginsterbusch 2, 24107 Quarnbek
10.15755 54.31117 52 7 7 Pickertstr. 36, 24143 Kiel
10.17684 54.30431 57 9 9 Ellerbeker Weg 90, 24147 Kiel
10.12663 54.32382 53 2 2 Jungfernstieg 2, 24103 Kiel
10.14345 54.31489 61 6 6 Kieler Str. 3, 24143 Kiel
10.09335 54.37391 55 16 16 Gut Projensdorf 1, 24161 Altenholz
10.20373 54.28934 53 13 13 Sonthofener Str. 55, 24146 Kiel
10.16619 54.2864 57 10 10 Hofberg 2, 24145 Kiel
10.03958 54.32962 60 12 12 Hochrott 2, 24107 Quarnbek
10.08146 54.33672 56 9 9 Holländerey 17, 24119 Kronshagen
10.12821 54.31195 52 2 2 Sophienblatt 47, 24114 Kiel
10.12051 54.40706 52 17 17 Vordere Wurth 9, 24161 Altenholz
10.17467 54.39785 61 17 17 Fritz-Lau-Str. 1, 24159 Kiel
10.10957 54.34504 61 6 6 Leibnizstr. 4, 24118 Kiel
10.12374 54.39459 61 13 13 Kronsberg 1, 24161 Altenholz
10.06928 54.31683 65 10 10 Hofholzallee 171, 24109 Kiel
10.19102 54.27688 59 14 14 Hof Kroog 1, 24146 Kiel
10.08203 54.33902 61 8 8 Grasweg 1, 24119 Kronshagen
10.17149 54.421 62 18 18 Schlimbachallee 2, 24159 Kiel
10.13931 54.34135 64 4 4 Esmarchstr. 21, 24105 Kiel
10.13701 54.32305 54 1 1 Kehdenstr. 15, 24103 Kiel
10.13379 54.38852 58 12 12 Elbinger Weg 55, 24161 Altenholz
10.11349 54.31404 56 4 4 Brunsrade 8, 24114 Kiel
10.14927 54.30506 54 5 5 Blitzstr. 41, 24143 Kiel
10.11377 54.3001 63 5 5 Alte Gärtnerei 1, 24113 Kiel
10.07627 54.36281 52 11 11 Ostseestr. 5, 24107 Kiel
10.1361 54.3208 52 0 0 Andreas-Gayk-Str. 9, 24103 Kiel
10.13525 54.38155 57 11 11 Dänischenhagener Str. 1, 24159 Altenholz
10.13387 54.32935 61 2 2 Preußerstr. 1, 24105 Kiel
10.09326 54.34944 52 8 8 Klausbrooker Weg 1, 24107 Kronshagen
10.14805 54.2792 59 8 8 Liebigstr. 18, 24145 Kiel
10.06641 54.29058 65 12 12 Am Voßberg 26, 24113 Kiel
10.14318 54.34165 56 5 5 Esmarchstr. 12, 24105 Kiel
10.11675 54.27411 56 10 10 Moorseer Weg 2, 24145 Kiel
10.0727 54.36165 56 11 11 Pellwormer Weg 33, 24107 Kiel
10.13783 54.33775 63 4 4 Adolfplatz 2, 24105 Kiel
10.02848 54.34449 59 14 14 Wiedenkamp 3, 24107 Quarnbek
10.07706 54.35152 63 10 10 Rotenbek 13, 24107 Kiel
10.18035 54.29277 64 10 10 Jettkorn 16, 24146 Kiel
10.13002 54.40036 59 15 15 Grevenkamp 1, 24161 Altenholz
10.07246 54.36107 53 13 13 Nordseestr. 80, 24107 Kiel
10.15389 54.38427 52 13 13 Schusterkrug 4, 24159 Kiel
10.0922 54.2968 62 8 8 Speckenbeker Weg 148, 24113 Kiel
10.06964 54.36048 61 11 11 Nordseestr. 21, 24107 Kiel
10.12764 54.38856 61 13 13 Königsberger Str. 19, 24161 Altenholz
10.02421 54.31545 61 10 10 Dorfstr. 64, 24109 Melsdorf
10.17037 54.27881 54 11 11 Zum Forst 10, 24145 Kiel
10.16192 54.28262 64 10 10 Edisonstr. 62, 24145 Kiel
10.10385 54.29598 55 6 6 Hamburger Chaussee 217, 24113 Kiel
10.13361 54.29025 62 6 6 Kniestr. 6, 24145 Kiel
10.13981 54.31277 59 4 4 Werftstr. 199, 24143 Kiel
10.13357 54.34085 53 4 4 Holtenauer Str. 172, 24105 Kiel
10.09074 54.35133 56 8 8 Eckernförder Str. 341, 24107 Kiel
10.11809 54.30621 63 6 6 Theodor-Heuss-Ring 49, 24113 Kiel
10.19 54.33992 56 12 12 Langer Rehm 73, 24149 Kiel
10.12892 54.40478 52 16 16 Fliederweg 5, 24161 Altenholz
10.08683 54.33184 60 6 6 Redder 3, 24119 Kronshagen
10.17412 54.31401 54 8 8 Schwanenseeplatz 11, 24148 Kiel
10.17409 54.3254 55 10 10 Schönberger Str. 107, 24148 Kiel
10.13973 54.3296 60 2 2 Arnold-Heller-Str. 2, 24105 Kiel
10.18379 54.29422 53 9 9 Bebelplatz 1, 24146 Kiel
