2001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.19221 54.27929 46 14 14 Geranienweg 11, 24146 Kiel
10.14693 54.28392 48 8 8 Braunstr. 51, 24145 Kiel
10.16974 54.31066 41 8 8 Buchholtzstr. 49, 24148 Kiel
10.1316 54.35325 42 6 6 Holtenauer Str. 275, 24106 Kiel
10.18222 54.28615 42 11 11 Am Wellsee 6, 24146 Kiel
10.07632 54.35126 40 10 10 Rotenbek 23, 24107 Kiel
10.1958 54.33393 46 12 12 Solomit 1, 24149 Kiel
10.13487 54.27839 46 8 8 Radewisch 31, 24145 Kiel
10.15496 54.29218 48 9 9 Hansaring 6, 24145 Kiel
10.12784 54.40475 49 16 16 Fliederweg 22, 24161 Altenholz
10.12448 54.32512 40 2 2 Damperhofstr. 24, 24103 Kiel
10.13748 54.36326 40 9 9 Am Kiel-Kanal 3, 24106 Kiel
10.07289 54.32524 43 8 8 Am Forsthaus Wittland 21, 24109 Kiel
10.16126 54.28429 42 10 10 Wellseedamm 18, 24145 Kiel
10.09538 54.3458 45 8 8 Waidmannsruh 5, 24119 Kronshagen
10.08693 54.32967 46 6 6 Seilerei 40, 24119 Kronshagen
10.12554 54.30774 42 3 3 Alte Lübecker Chaussee 3, 24114 Kiel
10.10417 54.35489 46 9 9 Elfriede-Dietrich-Str. 74, 24106 Kiel
10.13674 54.28843 47 6 6 Poppenbrügger Weg 10, 24145 Kiel
10.12538 54.28205 45 8 8 Lütt Steenbusch 2, 24145 Kiel
10.06365 54.32433 45 11 11 Göteborgring 62, 24109 Kiel
10.13175 54.28266 44 7 7 Radewisch 181, 24145 Kiel
10.03533 54.31864 41 10 10 Schneiderkoppel 27, 24109 Melsdorf
10.17964 54.32573 41 10 10 Am Seefischmarkt 1, 24148 Kiel
10.10257 54.30459 43 6 6 Streitkamp 7, 24113 Kiel
10.07252 54.31715 47 8 8 Martenshofweg 1, 24109 Kiel
10.02957 54.3193 40 10 10 Köhlerkoppel 21, 24109 Melsdorf
10.12842 54.31248 46 2 2 Sophienblatt 50, 24114 Kiel
10.12436 54.35116 41 6 6 Projensdorfer Str. 70, 24106 Kiel
10.07844 54.35078 39 10 10 Holmredder 80, 24107 Kiel
10.16165 54.39925 46 17 17 Wilhelm-Lobsien-Weg 2, 24159 Kiel
10.10841 54.30345 46 5 5 Wulfsbrook 28, 24113 Kiel
10.13886 54.34442 42 5 5 Bülowstr. 21, 24105 Kiel
10.10775 54.32864 42 4 4 Sedanstr. 16, 24116 Kiel
10.13492 54.28815 44 6 6 Poppenbrügger Weg 1, 24145 Kiel
10.11923 54.30552 46 3 3 Hamburger Chaussee 63, 24113 Kiel
10.13909 54.32417 49 1 1 Klosterkirchhof 13, 24103 Kiel
10.2027 54.28848 39 14 14 Sonthofener Str. 43, 24146 Kiel
10.13226 54.32084 47 0 0 Europaplatz 1, 24103 Kiel
10.19198 54.32471 40 11 11 Passader Str. 16, 24148 Kiel
10.07089 54.35517 44 11 11 Steinberg 117, 24107 Kiel
10.04703 54.34293 45 14 14 Kanalweg 13, 24107 Ottendorf
10.16279 54.30895 43 9 9 Poppenrade 51, 24148 Kiel
10.159 54.39501 46 15 15 Beethovenweg 29, 24159 Kiel
10.10248 54.3682 42 11 11 Stadtparkweg 8, 24106 Kiel
10.06989 54.35207 42 12 12 Bauernfeld 44, 24107 Kiel
10.06152 54.26399 46 13 13 Dorfstr. 1, 24113 Molfsee
10.18166 54.3248 43 10 10 Wischhofstr. 68, 24148 Kiel
10.17268 54.31646 48 10 10 Hagener Str. 48, 24148 Kiel
10.06794 54.29096 46 12 12 Tannenholz 2, 24113 Kiel
10.08402 54.28808 42 9 9 Großer Eiderkamp 30, 24113 Molfsee
10.07823 54.33665 42 10 10 Am Holm 51, 24119 Kronshagen
10.1774 54.26973 40 12 12 Petersilienweg 2, 24145 Kiel
10.13113 54.34765 41 6 6 Projensdorfer Str. 17, 24106 Kiel
10.04568 54.31553 45 10 10 Jütlandring 217, 24109 Kiel
10.14762 54.27815 41 9 9 Borsigstr. 12, 24145 Kiel
10.12773 54.31971 47 1 1 Sandkuhle 1, 24103 Kiel
10.17166 54.39893 49 16 16 Brammerkamp 14, 24159 Kiel
10.01643 54.34111 47 15 15 Alte Landstr. 11, 24107 Quarnbek
10.07852 54.36213 44 13 13 Usedomer Weg 4, 24107 Kiel
10.13299 54.35916 48 7 7 Prinz-Heinrich-Str. 1, 24106 Kiel
10.11723 54.27405 48 10 10 Moorseer Weg 2, 24145 Kiel
10.2067 54.32416 44 13 13 Landweg 6, 24149 Kiel
10.19881 54.32292 48 11 11 Wehdenweg 83, 24148 Kiel
10.1316 54.28433 42 7 7 Grot Steenbusch 30, 24145 Kiel
10.0728 54.33356 42 8 8 Steffenstr. 2, 24119 Kronshagen
10.13579 54.38697 47 12 12 Insterburger Weg 1, 24161 Altenholz
10.04901 54.3406 40 11 11 Dorfstr. 36, 24107 Ottendorf
10.02932 54.31468 47 10 10 Am Dörpsdiek 61, 24109 Melsdorf
10.12177 54.30425 48 4 4 Theodor-Heuss-Ring 63, 24113 Kiel
10.11754 54.33249 47 3 3 Gutenbergstr. 70, 24118 Kiel
10.16631 54.38733 42 14 14 Prieser Strand 6, 24159 Kiel
10.07077 54.30279 47 11 11 Steglitzer Weg 15, 24111 Kiel
10.07835 54.35407 46 11 11 Nienbrügger Weg 47, 24107 Kiel
10.12717 54.32382 41 2 2 Knooper Weg 39, 24103 Kiel
10.16123 54.39742 48 14 14 Hermann-Boßdorf-Weg 1, 24159 Kiel
10.06039 54.26802 40 13 13 Dorfstr. 17, 24113 Molfsee
10.12631 54.3145 44 2 2 Königsweg 47, 24114 Kiel
10.14082 54.32798 47 2 2 Brunswiker Str. 23, 24105 Kiel
10.13328 54.34302 40 4 4 Holtenauer Str. 194, 24105 Kiel
10.11546 54.32455 40 3 3 Metzstr. 45, 24116 Kiel
10.12014 54.35444 47 7 7 Projensdorfer Str. 130, 24106 Kiel
10.05512 54.33021 47 11 11 Tromsöstr. 1, 24109 Kiel
10.107 54.31073 44 5 5 Saarbrückenstr. 98, 24114 Kiel
10.07392 54.30669 46 13 13 Dahlemer Weg 3, 24111 Kiel
10.12812 54.33105 42 2 2 Lehmberg 25, 24105 Kiel
9.972 54.32359 44 15 15 Schüttenredder 1, 24107 Quarnbek
10.17949 54.33109 40 11 11 Moorblöcken 1, 24149 Kiel
10.16702 54.29213 46 9 9 Kölenberg 54, 24145 Kiel
10.13868 54.36025 42 8 8 Rostocker Str. 2, 24106 Kiel
10.15156 54.30823 47 5 5 Röntgenstr. 5, 24143 Kiel
10.13619 54.30418 49 4 4 Asmusstr. 9, 24143 Kiel
10.0924 54.29647 40 8 8 Speckenbeker Weg 146, 24113 Kiel
10.15858 54.39554 42 15 15 Beethovenweg 3, 24159 Kiel
10.18857 54.32809 40 10 10 Scharweg 5, 24149 Kiel
10.12045 54.33298 44 3 3 Klotzstr. 4, 24118 Kiel
10.07998 54.35217 40 10 10 Langer Holm 2, 24107 Kiel
10.07418 54.33309 44 8 8 Dorfstr. 2, 24119 Kronshagen
10.12822 54.32789 44 2 2 Knooper Weg 75, 24116 Kiel
10.12674 54.38654 39 13 13 Waldwinkel 28, 24161 Altenholz
10.1069 54.35644 43 9 9 Charles-Roß-Ring 45, 24106 Kiel
10.13918 54.32991 45 2 2 Feldstr. 8, 24105 Kiel
10.07488 54.30696 45 13 13 Spreeallee 41, 24111 Kiel
10.14619 54.27688 49 9 9 Borsigstr. 6, 24145 Kiel
10.07156 54.35983 47 11 11 Trischenweg 1, 24107 Kiel
10.049 54.31911 49 10 10 Viborgweg 2, 24109 Kiel
10.20091 54.28113 44 13 13 Partenkirchener Str. 2, 24146 Kiel
10.16645 54.28115 44 10 10 Segeberger Landstr. 201, 24145 Kiel
10.08782 54.28905 40 8 8 Großer Eiderkamp 1, 24113 Molfsee
10.1034 54.27356 46 10 10 Kleinflintbeker Weg 3, 24145 Kiel
10.14446 54.31659 40 4 4 Werftstr. 140, 24143 Kiel
10.14134 54.31656 42 5 5 Haken 10, 24143 Kiel
10.11932 54.31327 40 3 3 Melanchthonstr. 21, 24114 Kiel
9.97757 54.34294 46 18 18 Holm 1, 24107 Quarnbek
10.0859 54.334 43 7 7 Kopperpahler Allee 27, 24119 Kronshagen
10.13504 54.34656 41 6 6 Düvelsbeker Weg 12, 24105 Kiel
10.06984 54.35949 40 12 12 Hoogewinkel 30, 24107 Kiel
10.06518 54.30599 48 12 12 Lämmerstücken 24, 24111 Kiel
10.11739 54.39935 42 15 15 Klausdorfer Str. 70, 24161 Altenholz
10.11342 54.27931 48 9 9 Goldregenholz 1, 24145 Kiel
10.1608 54.29225 47 8 8 Segeberger Landstr. 63, 24145 Kiel
10.02257 54.31508 47 10 10 Steinkampe 2, 24109 Melsdorf
10.09131 54.29872 44 8 8 Speckenbeker Weg 152, 24113 Kiel
10.06702 54.27798 44 13 13 Osterwisch 2, 24113 Molfsee
10.11593 54.35433 40 8 8 Steenbeker Weg 31, 24106 Kiel
10.09452 54.34772 47 7 7 Eckernförder Str. 333, 24107 Kiel
10.16382 54.39677 41 15 15 Wilhelm-Wisser-Str. 2, 24159 Kiel
10.05958 54.26905 45 14 14 Dorfstr. 23, 24113 Molfsee
10.16513 54.31091 44 8 8 Sören 2, 24148 Kiel
10.11202 54.30233 46 5 5 Fröbelstr. 15, 24113 Kiel
10.09892 54.28507 47 9 9 Meimersdorfer Weg 95, 24145 Kiel
10.17744 54.29311 45 9 9 Jettkorn 3, 24146 Kiel
10.11613 54.35821 39 8 8 Projensdorfer Str. 180, 24106 Kiel
10.12506 54.3058 47 3 3 Alte Lübecker Chaussee 20, 24113 Kiel
10.12632 54.32102 46 1 1 Exerzierplatz 15, 24103 Kiel
10.03965 54.34368 44 13 13 Zum Wasserblöcken 16, 24107 Ottendorf
10.17649 54.3277 41 10 10 Wischhofstr. 14, 24148 Kiel
10.12837 54.40042 47 15 15 Rüschkamp 1, 24161 Altenholz
10.1955 54.32366 46 11 11 Dobersdorfer Str. 4, 24148 Kiel
10.08539 54.35267 46 9 9 Klinkerwisch 45, 24107 Kiel
10.05164 54.31263 48 11 11 Korsörweg 29, 24109 Kiel
10.08357 54.33302 39 7 7 Kathweg 10, 24119 Kronshagen
10.07961 54.34972 39 10 10 Wetterbek 17, 24107 Kiel
10.09158 54.29601 39 9 9 Speckenbeker Weg 130, 24113 Kiel
10.09159 54.34244 41 7 7 Albert-Schweitzer-Str. 1, 24119 Kronshagen
10.01941 54.34183 44 14 14 Plattenberg 17, 24107 Quarnbek
10.1254 54.33188 47 2 2 Saldernstr. 20, 24118 Kiel
10.13311 54.38609 42 12 12 Stifter Allee 21, 24161 Altenholz
10.07938 54.34936 48 11 11 Wetterbek 39, 24107 Kiel
10.13265 54.34139 49 4 4 Esmarchstr. 76, 24118 Kiel
10.18826 54.33231 42 12 12 Quittenstr. 21, 24149 Kiel
10.14952 54.29844 41 7 7 Segeberger Landstr. 2, 24145 Kiel
10.18802 54.30092 41 9 9 Tiroler Ring 376, 24147 Kiel
10.08008 54.28529 44 10 10 Kirchenweg 20, 24113 Molfsee
10.13478 54.38823 41 12 12 Elbinger Weg 34, 24161 Altenholz
10.17306 54.39766 45 17 17 Brammerkamp 10, 24159 Kiel
10.15533 54.28794 40 10 10 Olbrichtweg 1, 24145 Kiel
10.08354 54.35737 40 9 9 Eckernförder Str. 417, 24107 Kiel
10.12953 54.38448 48 13 13 Posener Str. 21, 24161 Altenholz
10.06919 54.33715 40 9 9 Ottendorfer Weg 37, 24107 Ottendorf
10.12862 54.31902 47 1 1 Prüne 2, 24103 Kiel
10.06851 54.33404 47 9 9 Alter Kirchsteig 1, 24119 Kronshagen
10.08996 54.31182 40 10 10 Schönwohlder Weg 52, 24113 Kiel
10.11792 54.29724 42 8 8 Krummbogen 62, 24113 Kiel
10.1286 54.31799 47 1 1 Schülperbaum 31, 24103 Kiel
10.11597 54.40526 44 16 16 Wiesengrund 25, 24161 Altenholz
10.13688 54.30182 42 5 5 Diedrichstr. 1, 24143 Kiel
10.00621 54.34404 42 16 16 Schmiedeberg 1, 24107 Quarnbek
10.14384 54.32391 49 0 0 Wall 70, 24103 Kiel
10.06695 54.31398 47 9 9 Heitholmer Weg 1, 24109 Kiel
10.17733 54.31472 39 9 9 Julius-Brecht-Str. 1, 24148 Kiel
10.1151 54.31869 42 3 3 Gellertstr. 25, 24114 Kiel
10.133 54.34447 42 5 5 Kleiststr. 32, 24118 Kiel
10.17784 54.34411 44 14 14 Zum Kesselort 53, 24149 Kiel
10.1475 54.30456 49 6 6 Ostring 88, 24143 Kiel
10.11819 54.30476 46 4 4 Von-der-Goltz-Allee 2, 24113 Kiel
10.18864 54.34131 47 12 12 Langer Rehm 95, 24149 Kiel
10.1798 54.31151 43 10 10 Lütjenburger Str. 91, 24148 Kiel
10.16787 54.31619 42 7 7 Franziusallee 59, 24148 Kiel
10.07847 54.31771 44 7 7 Julienluster Weg 69, 24109 Kiel
10.07853 54.35081 48 10 10 Holmredder 72, 24107 Kiel
10.15028 54.34104 47 5 5 Niemannsweg 115, 24105 Kiel
10.16792 54.32181 46 8 8 Wahlestr. 10, 24148 Kiel
10.14543 54.30308 44 5 5 Ostring 9, 24143 Kiel
10.06914 54.36175 42 12 12 Langeneßweg 2, 24107 Kiel
10.12383 54.39598 45 14 14 Klintenberg 20, 24161 Altenholz
10.13199 54.31616 42 1 1 Raiffeisenstr. 1, 24103 Kiel
10.14359 54.28864 44 8 8 Kuhlacker 1, 24145 Kiel
10.14514 54.37308 46 12 12 Richterstr. 19, 24159 Kiel
10.11662 54.32688 40 4 4 Westring 266, 24116 Kiel
10.12711 54.32451 42 2 2 Damperhofstr. 4, 24103 Kiel
10.1007 54.27499 40 9 9 Am Reben 1, 24145 Kiel
10.08896 54.28895 47 8 8 Kleiner Eiderkamp 1, 24113 Molfsee
10.15377 54.39563 45 16 16 Wagnerring 52, 24159 Kiel
10.07393 54.33493 48 8 8 Dorfstr. 28, 24119 Kronshagen
10.12564 54.32036 40 2 2 Prüne 30, 24103 Kiel
10.13126 54.28048 49 8 8 Bursehn 12, 24145 Kiel
10.08505 54.33018 46 7 7 Bürgermeister-Drews-Str. 6, 24119 Kronshagen
10.0749 54.33771 41 9 9 Helene-Lange-Weg 3, 24119 Kronshagen
10.11403 54.32194 46 3 3 Metzstr. 68, 24116 Kiel
10.18228 54.32987 42 11 11 Heikendorfer Weg 31, 24149 Kiel
10.1464 54.32752 46 1 1 Kiellinie 5, 24105 Kiel
10.11831 54.40079 42 15 15 Klausdorfer Str. 80, 24161 Altenholz
10.11982 54.28288 39 8 8 Kieler Weg 71, 24145 Kiel
10.12652 54.29766 49 5 5 Hofteichstr. 4, 24113 Kiel
10.12918 54.33587 49 3 3 Waitzstr. 72, 24118 Kiel
10.12633 54.38918 48 13 13 Königsberger Str. 41, 24161 Altenholz
10.17736 54.26739 46 12 12 Am Teich 2, 24145 Kiel
10.13503 54.38501 44 12 12 Pommernring 1, 24161 Altenholz
10.19236 54.32495 44 11 11 Passader Str. 11, 24148 Kiel
10.11143 54.31023 47 5 5 Lantziusstr. 11, 24114 Kiel
10.09579 54.34503 46 8 8 Waidmannsruh 33, 24119 Kronshagen
10.15896 54.39471 47 16 16 Beethovenweg 53, 24159 Kiel
10.07413 54.30742 43 11 11 Wannseebogen 32, 24111 Kiel
10.12581 54.3051 40 3 3 Stormarnstr. 30, 24113 Kiel
10.12949 54.30091 48 5 5 Flintbeker Str. 2, 24113 Kiel
10.16491 54.39294 41 15 15 Andersen-Weg 1, 24159 Kiel
10.18897 54.33255 44 12 12 Ivensring 27, 24149 Kiel
10.15242 54.26239 49 9 9 Schlüsstücken 2, 24145 Kiel
10.18354 54.29887 42 9 9 Wiener Allee 41, 24147 Kiel
10.06369 54.28967 41 12 12 Eiderbrook 104, 24113 Kiel
10.07734 54.35402 47 10 10 Möllenholt 34, 24107 Kiel
10.08682 54.29026 45 9 9 Speckenbeker Weg 36, 24113 Kiel
10.0647 54.31487 47 11 11 Stamper Weg 1, 24109 Kiel
10.12831 54.33009 44 2 2 Knooper Weg 99, 24116 Kiel
10.18939 54.33538 48 11 11 Langer Rehm 10, 24149 Kiel
10.12698 54.39893 44 14 14 Langkoppel 37, 24161 Altenholz
10.07809 54.34936 46 10 10 Wetterbek 37, 24107 Kiel
10.16328 54.38746 45 14 14 Monsberg 6, 24159 Kiel
10.07489 54.36449 48 11 11 Poeler Weg 1, 24107 Kiel
10.12025 54.36758 46 11 11 Uferstr. 66, 24106 Kiel
10.19678 54.28134 40 13 13 Rönner Weg 70, 24146 Kiel
10.10957 54.31175 42 4 4 Saarbrückenstr. 54, 24114 Kiel
10.16209 54.31671 45 7 7 Klosterstr. 6, 24148 Kiel
10.10231 54.41578 42 18 18 Postkamp 13, 24161 Altenholz
10.158 54.38505 42 13 13 Schusterkrug 14, 24159 Kiel
10.12679 54.28292 44 9 9 Bustorfer Weg 72, 24145 Kiel
10.18544 54.33904 46 12 12 Hertzstr. 100, 24149 Kiel
10.0647 54.31487 44 11 11 Stamper Weg 1, 24109 Kiel
10.19243 54.28765 43 11 11 Isarweg 4, 24146 Kiel
10.15387 54.40229 46 16 16 Friedrichsruher Weg 233, 24159 Kiel
10.15884 54.39565 46 15 15 Beethovenweg 9, 24159 Kiel
10.06784 54.30073 48 12 12 Rendsburger Landstr. 384, 24111 Kiel
10.13851 54.30889 40 4 4 Werftstr. 233, 24143 Kiel
10.17624 54.39207 42 16 16 An der Schanze 25, 24159 Kiel
10.14392 54.34147 45 5 5 Esmarchstr. 1, 24105 Kiel
10.12057 54.33442 40 4 4 Schauenburgerstr. 116, 24118 Kiel
10.09893 54.35572 44 10 10 Lena-Schröder-Weg 1, 24106 Kiel
10.15966 54.40409 43 16 16 Hof Pries 4, 24159 Kiel
10.12242 54.32478 49 3 3 Jungfernstieg 32, 24116 Kiel
10.18266 54.29681 47 8 8 Tiroler Ring 10, 24147 Kiel
10.17634 54.32713 44 10 10 Brückenstr. 8, 24148 Kiel
10.0288 54.31411 46 10 10 Am Dörpsdiek 35, 24109 Melsdorf
10.1751 54.41781 48 18 18 Funkstellenweg 24, 24159 Kiel
10.098 54.33777 44 6 6 Eichkoppelweg 93, 24119 Kronshagen
10.16502 54.27819 43 10 10 Marconistr. 1, 24145 Kiel
10.15364 54.39592 40 16 16 Wagnerring 48, 24159 Kiel
10.10957 54.34504 44 6 6 Leibnizstr. 4, 24118 Kiel
10.12815 54.35044 44 6 6 Heider Str. 9, 24106 Kiel
10.16317 54.39468 39 15 15 Ottomar-Enking-Str. 55, 24159 Kiel
10.13462 54.338 44 3 3 Düppelstr. 82, 24105 Kiel
10.11982 54.35488 41 9 9 Projensdorfer Str. 142, 24106 Kiel
10.13659 54.31293 40 4 4 Zur Helling 1, 24143 Kiel
10.14925 54.26073 45 9 9 Bundesstraße 404 100, 24145 Kiel
10.13089 54.33831 46 3 3 Bremerstr. 14, 24118 Kiel
10.15426 54.39726 46 16 16 Wagnerring 6, 24159 Kiel
10.13309 54.40095 44 15 15 Aukamp 19, 24161 Altenholz
9.97282 54.32549 42 15 15 Schüttenredder 13, 24107 Quarnbek
10.12582 54.40963 41 16 16 Klausdorfer Str. 146, 24161 Altenholz
10.15766 54.29218 48 8 8 Segeberger Landstr. 45, 24145 Kiel
10.06708 54.33774 44 9 9 Schoobrook 5, 24119 Kronshagen
10.21376 54.32757 44 13 13 Trenntrader Weg 18, 24149 Kiel
10.11466 54.32531 39 4 4 Gravelottestr. 10, 24116 Kiel
10.12785 54.28296 45 7 7 Lüttenhoff 1, 24145 Kiel
10.00478 54.35079 44 18 18 Rajensdorfer Weg 16, 24107 Quarnbek
10.16672 54.41863 44 18 18 Auf der Wurth 11, 24159 Kiel
10.08396 54.31687 48 8 8 Julienluster Weg 31, 24109 Kiel
10.07532 54.3382 44 9 9 Kurt-Tucholsky-Weg 13, 24119 Kronshagen
10.13983 54.32341 44 1 1 Alter Markt 12, 24103 Kiel
10.11699 54.29929 48 6 6 Krummbogen 21, 24113 Kiel
10.12487 54.3669 47 10 10 Uferstr. 58, 24106 Kiel
10.07702 54.33445 39 9 9 Zu den Eichen 13, 24119 Kronshagen
10.12137 54.32058 42 2 2 Zastrowstr. 2, 24114 Kiel
10.08899 54.28378 46 10 10 Am See 22, 24113 Molfsee
10.07472 54.33945 40 10 10 Hans-Christian-Andersen-Weg 25, 24119 Kronshagen
10.18977 54.33263 42 11 11 Ivensring 27, 24149 Kiel
10.14831 54.31575 44 6 6 Sandkrug 4, 24143 Kiel
10.1452 54.34913 42 6 6 Park-Str. 2, 24106 Kiel
10.1899 54.33873 40 12 12 Langer Rehm 61, 24149 Kiel
10.11553 54.29796 47 6 6 Holunderbusch 7, 24113 Kiel
10.07707 54.27887 41 12 12 Rammseer Weg 9, 24113 Molfsee
9.9687 54.32226 48 15 15 Am Ringkanal 1, 24107 Quarnbek
10.13525 54.38155 41 11 11 Dänischenhagener Str. 1, 24159 Altenholz
10.13215 54.3017 44 6 6 Tonberg 7, 24113 Kiel
10.20495 54.27725 47 16 16 Zeppelinring 141, 24146 Kiel
10.0853 54.3317 44 7 7 Kopperpahler Allee 2, 24119 Kronshagen
10.16889 54.39683 46 16 16 Gudegastkoppel 7, 24159 Kiel
10.08228 54.30658 42 12 12 Lankwitzweg 2, 24111 Kiel
10.09316 54.34899 44 7 7 Eckernförder Str. 334, 24107 Kronshagen
10.11223 54.27923 46 10 10 Hortensienstrauch 17, 24145 Kiel
10.14019 54.33468 40 3 3 Feldstr. 32, 24105 Kiel
10.13801 54.29166 47 7 7 Kieler Kamp 29, 24145 Kiel
10.12717 54.29388 42 5 5 Neue Hamburger Str. 65, 24113 Kiel
10.20373 54.28934 44 13 13 Sonthofener Str. 55, 24146 Kiel
10.13001 54.40442 44 16 16 Fliederweg 17, 24161 Altenholz
10.15919 54.28425 43 10 10 Wellseedamm 16, 24145 Kiel
10.18439 54.28936 44 10 10 Ziegelei-Weg 3, 24146 Kiel
10.15173 54.33511 40 3 3 Düsternbrooker Weg 80, 24105 Kiel
10.09538 54.30099 43 7 7 Rendsburger Landstr. 181, 24113 Kiel
10.15063 54.36904 48 13 13 Tiessenkai 1, 24159 Kiel
10.11786 54.33251 44 3 3 Christian-Kruse-Str. 4, 24118 Kiel
10.15082 54.30753 45 5 5 Kirchenweg 63, 24143 Kiel
10.06695 54.31398 39 9 9 Heitholmer Weg 1, 24109 Kiel
10.05511 54.31976 44 11 11 Osloring 29, 24109 Kiel
10.12378 54.33196 41 2 2 Gutenbergstr. 16, 24118 Kiel
10.15879 54.38535 44 14 14 Prieser Strand 21, 24159 Kiel
10.07924 54.3536 48 10 10 Holmredder 2, 24107 Kiel
10.13478 54.38746 43 12 12 Elbinger Weg 4, 24161 Altenholz
10.1748 54.41806 45 18 18 Funkstellenweg 32, 24159 Kiel
10.10386 54.35056 43 8 8 Mangoldtstr. 35, 24106 Kiel
10.08864 54.28517 41 10 10 Am See 46, 24113 Molfsee
10.11835 54.31501 40 3 3 Kirchhofallee 83, 24114 Kiel
10.1369 54.37371 40 11 11 Lilienthalstr. 12, 24159 Kiel
10.17429 54.33369 42 12 12 Ostuferhafen 11, 24149 Kiel
10.13199 54.31616 46 1 1 Raiffeisenstr. 1, 24103 Kiel
10.13456 54.33112 44 2 2 Koldingstr. 27, 24105 Kiel
10.17107 54.32007 42 8 8 Klausdorfer Weg 47, 24148 Kiel
10.1429 54.30471 44 5 5 Hofstr. 38, 24143 Kiel
10.16019 54.31213 46 6 6 Erich-Kästner-Weg 21, 24143 Kiel
10.16616 54.32305 40 9 9 Julienstr. 24, 24148 Kiel
10.10845 54.32355 47 5 5 Nietzschestr. 55, 24116 Kiel
10.14182 54.3018 46 6 6 Theodor-Heuss-Ring 136, 24143 Kiel
10.18664 54.33166 49 11 11 Reichweinweg 2, 24149 Kiel
10.11689 54.32893 47 3 3 Eckernförder Str. 91, 24116 Kiel
10.1736 54.31695 47 9 9 Hagener Str. 36, 24148 Kiel
10.09668 54.34572 48 6 6 Eckernförder Str. 276, 24119 Kronshagen
10.16367 54.29087 46 9 9 Segeberger Landstr. 85, 24145 Kiel
10.07566 54.33817 46 9 9 Ernst-Barlach-Weg 2, 24119 Kronshagen
10.16793 54.31523 40 7 7 Ostring 324, 24148 Kiel
10.1316 54.38841 46 12 12 Tilsiter Weg 1, 24161 Altenholz
10.12647 54.40229 47 16 16 Ebereschenweg 52, 24161 Altenholz
10.09581 54.30943 43 7 7 Uhlenkrog 30, 24113 Kiel
10.15966 54.40409 48 16 16 Hof Pries 4, 24159 Kiel
10.16408 54.40014 41 17 17 Mensingstr. 28, 24159 Kiel
10.13407 54.32829 42 1 1 Bergstr. 19, 24103 Kiel
10.19123 54.29122 45 10 10 Marienbader Str. 38, 24146 Kiel
10.11453 54.32454 48 3 3 Kronshagener Weg 40, 24116 Kiel
10.17843 54.3154 46 9 9 Julius-Brecht-Str. 11, 24148 Kiel
10.01881 54.34164 42 14 14 Plattenberg 9, 24107 Quarnbek
10.12925 54.30259 42 5 5 Tonberg 25, 24113 Kiel
10.1704 54.41279 44 19 19 Seehundweg 1, 24159 Kiel
10.14352 54.33129 42 3 3 Michaelisstr. 1, 24105 Kiel
10.19456 54.27574 46 15 15 Bachstelzenweg 22, 24146 Kiel
10.07404 54.36321 40 11 11 Fehmarnwinkel 9, 24107 Kiel
10.14005 54.30756 44 4 4 Preetzer Str. 4, 24143 Kiel
10.0718 54.33753 49 9 9 Habichtsweg 41, 24119 Kronshagen
10.19144 54.32099 46 11 11 Rehsenweg 32, 24148 Kiel
10.11612 54.30531 48 4 4 Waldwiesenstr. 1, 24113 Kiel
10.19881 54.32292 47 11 11 Wehdenweg 83, 24148 Kiel
9.98678 54.33207 39 15 15 Am Breitschlag 5, 24107 Quarnbek
10.15745 54.39654 40 15 15 Bachweg 23, 24159 Kiel
10.14952 54.33605 48 3 3 Luisenweg 12, 24105 Kiel
10.07727 54.33637 42 9 9 Holländerey 3, 24119 Kronshagen
10.15896 54.39471 42 16 16 Beethovenweg 53, 24159 Kiel
10.07742 54.32596 40 8 8 Wittland 21, 24109 Kiel
10.0577 54.32888 47 10 10 Stockholmstr. 159, 24109 Kiel
10.18063 54.33005 45 11 11 Grenzstr. 12, 24149 Kiel
10.06771 54.31674 41 10 10 Hofholzallee 217, 24109 Kiel
10.05593 54.34134 47 11 11 Kiewittsholm 1, 24107 Ottendorf
10.13427 54.38575 42 12 12 Stifter Allee 11, 24161 Altenholz
10.18789 54.33755 46 12 12 Wissmannstr. 2, 24149 Kiel
10.15178 54.30589 41 5 5 Blitzstr. 51, 24143 Kiel
10.13762 54.32497 42 1 1 Haßstr. 30, 24103 Kiel
10.14398 54.30337 48 5 5 Eutiner Str. 5, 24143 Kiel
10.18225 54.32014 44 9 9 Philipp-Reis-Weg 5, 24148 Kiel
10.10665 54.30521 46 5 5 Rendsburger Landstr. 80, 24113 Kiel
10.13074 54.28347 41 7 7 Gosbarg 1, 24145 Kiel
10.10826 54.32682 48 4 4 Kronshagener Weg 90, 24116 Kiel
10.14156 54.36486 49 12 12 Maklerstr. 4, 24159 Kiel
10.06246 54.26034 40 13 13 Hamburger Chaussee 6, 24113 Molfsee
10.09552 54.35011 44 8 8 Klausbrooker Weg 16, 24107 Kronshagen
10.14281 54.30769 46 4 4 Elisabethstr. 119, 24143 Kiel
10.08505 54.33018 41 7 7 Bürgermeister-Drews-Str. 6, 24119 Kronshagen
10.19358 54.27728 43 13 13 Am Wellsee 110, 24146 Kiel
10.07054 54.33584 44 9 9 Herrenwiese 33, 24119 Kronshagen
